name,gnd,gender,biography,bibliography
Braun Emmy,135716144,female,"Braun, Emmy, s. Frau Dr. Carl Iacob.","‒ Neues Kochbuch f. bürgerliche u. feine Küche. 6. verbess. u. vermehrte Aufl. 12. (332) Grünstadt 1897, I. Schäffers Buchh. geb. 2.20"
Grasshoff Marie,135733057,female,"□Grasshoff, Frl. Marie, Berlin-Friedenau, Hauffstrasse 5, als Leiterin eines Mädchenpensionats in Friedenau liefert sie Übersetzungen aus der französischen, englischen und nordischen Sprache.",.
Tille Alice,135829305,female,"Tille (Cronheim), Frau Alice, Ps. Lotte Lauenstein, Glasgow, Schottland, 1 Strathmore Gardens Hillhead, geboren den 22. März 1870 in Leipzig, ist als Schriftstellerin und Übersetzerin thätig.",‒ Menschheitsdienst. Übersetzg. d. Morison. 1890.
Loray Josepha,135864593,female,"Loray, Iosepha. Die wohlunterrichtete Frankfurter Köchin. 4. Aufl. 12. (195) Frankfurt a. M. 1842, Iägersche Buchhandlung. n 2.25",.
Escher Mathilde,135913705,female,"Escher, Mathilde. Eine schweizerische Tabea. 2. Aufl. 8. (16) Stuttgart 1896 Buchhandlung der evangelischen Gesellschaft. bar n –.04",.
Wilhelm Margarete,135944910,female,"Wilhelm, Margarete. Biographie s. Wilhelmine Albertine Grzemkowski.",.
Castell-Remlingen Henriette Charlotte,135967392,female,"Castell-Remlingen, Gräfin Charlotte Henriette von, geboren 1729, gestorben 1797.",.
Förstner Johanna Clara,135987083,female,"*Förstner, Clara Iohanna, geb. Müller, Wülfrath, Rheinland, Ps. Iohanna Müller und Hans Sonntag, ist am 30. August 1850 als Tochter eines Lehrers, der später als Bürgermeister der Stadt Wettin gewählt wurde, zu Krosigk im Saalkreise geboren. Sie erhielt ihren Unterricht von dem in Krosigk amtierenden Pastor Otto und von dessen ältestem Sohne Adolf, dem jetzigen Pfarrer Otto in Ampfurt bei Oschersleben, welcher der Autorin stets ein brüderlicher Freund geblieben ist. Sie schrieb bereits früh als Mädchen, wie sich die Schriftstellerin an einer Stelle selbst äussert, »für allerhand Wurstblättchen« in grösster Heimlichkeit, hatte jedoch – wie sie ebenfalls sagt – »einen gewaltigen Begriff von ihren späteren Leistungen.« Nach ihrer Verheiratung setzte sie ihre schriftstellerische Thätigkeit fort, will aber, trotz der Erspriesslichkeit ihrer Arbeiten nicht die Höhe erreicht haben, die ihrem Geiste vorgeschwebt hat. Ihr Gatte, welcher Rendant bei der Stadtsparkasse in Quedlinburg a. H. war, ist ihrem Schaffen stets mit regstem Interesse gefolgt, mit ihr gewissermassen zusammen schaffend. Nach seinem Tode und dem Verlust ihrer Kinder fühlt sich die Dichterin vereinsamt, so dass ihr die rechte Schaffenskraft zu neuen Arbeiten nach ihrer Aussage fehlt.","‒ Aus der Sagenn. Märchenwelt des Harzes. 8. (178) Quedlinburg 1888, Vieweg. n 2.50 ‒ Heinrich der Löwe. Ein Volksmärchen. 8. (86) Braunschweig 1893, A. Limbach. n 1.50; geb. 2.50 ‒ König Hübich. Harzmärchen. 16. (65) Quedlinburg 1889, Vieweg. n 1.20 ‒ Neues u. Altes aus dem Sagenkreise des Vater Brocken. Märchen u. Sagen. 12. (72) Ebda. 1891. 1.– ‒ Prinzess Ilse. Märchen. 12. (40) Halberstadt 1890, Schimmelburg. n –.50"
Langensiepen Clara,135987083,female,"Langensiepen, Frau Clara, verwitwete Förstner, wohnt jetzt Höntrop, Westfalen. S. Clara Iohanna Förstner. Band I.",.
Reichenbach Hermine,135995205,female,"Reichenbach, Hermine von, Tochter des Naturforschers Karl Freiherrn von Reichenbach, geboren auf Schloss Kobenzl bei Wien, schrieb",.
Friedländer Helene,136024602,female,"Friedländer, Helene. Ein Denkmal. 8. (123) Wien 1892, Frick. 3.–",.
Friedländer Helene,136024602,female,"Friedländer, Helene, geboren 1868 zu Wien, war die Tochter des Begründers der »Neuen Freien Presse«, Max Friedländer, und der berühmten Burgschauspielerin Regina Delia. Sie starb am 23. Mai 1891. Ihre Gedichte wurden gesammelt und von Ludwig August Frankl herausgegeben. Werke s. Band I.",.
Horn Helene,136051359,female,"*Horn, Frau Helene, geb. Schaupp (Schaupp-Horn), Strassburg i. Els. H. Schaupp ist die Gattin des Universitäts-Docenten Dr. Paul Horn zu Strassburg. Sie hat mehrere Erzählungen für Iugendschriften, sowie »Die schönsten Heldensagen aus dem persischen Königsbuche«, Halle 1895, geschrieben. Werke s. Schaupp-Horn.",.
