name,gnd,gender,biography,bibliography
Homberg Tinette,116975164,female,"Homberg, Tinette, geboren den 16. September 1797 in Eupen bei Aachen, gestorben 1877 in Emmerich. u. Rankin. Helene Cameron. 1847.","‒ Auch noch e. Beitrag zur heutigen Frauenfrage. 8. (100) Leipzig 1872, O. Wigand. n 1.50 ‒ Biographieen berühmter Griechen etc. In 2 Bdn. 1. Bd. Ionier. 8. (572) Crefeld 1840, Funcke. 5.– ‒ Der Eid. Eine Heldengeschichte. Nach alten span. Romanzen f. Iung u. Alt. 8. (184) Barmen 1850, Langewiesche. n 1.60 ‒ Gedanken üb. das wahre Glück. 8. (179) Berlin 1869, Grote. n 2.50 ‒ Gedanken üb. Erziehung u. Unterricht. 2. Aufl. 8. (296) Berlin 1861, Th. Enslin. 3.75 ‒ Geschichte der schönen Litteratur der Deutschen für Frauen. 8. (618) Düsseldorf 1853, Scheller. 6.– ‒ Griechische Heroensagen. Für d. Iugend erzählt. 8. (203) Leipzig 1847, Hinrichs. 2.50"
Homberg Tinette,116975164,female,"Homberg, Tinette. Helene Cameron. Erzählg. f. d. Iugend. Nach dem Engl. der Emily Rankin. 12. (171) Crefeld 1847, Schüller. geb. 1.50 Ergänzg. zu Tinette Homberg. Band I.",.
Zell Katharina,116978120,female,"Zell, Katharina. Die Kirchenmutter. 1497–1562. Für die Feste u. Freunde des Gustav-Adolf-Vereins. 12. (23) Barmen 1886, Klein. à –.10",.
Pichler Luise,116978228,female,"Pichler, Luise s. Luise Zeller.","‒ Alarich in Rom. Erzählg. Leipzig, Oehmigke. geb. –.75 ‒ Am Fusse der Achalm. Erzählgn. a. d. Zeit Kaiser Heinrichs IV. Ebda. geb. –.75 ‒ Am Iohannisfeste. Erzählg. Ebda. geb. –.75 ‒ An den Ufern d. Rheins. Erzählg. f. die Iugend u. das Volk. 16. (118) Stuttgart 1869, Risch. –.75 ‒ Auf dem deutschen Meer. Erzählg. 16. (107) Ebda. 1874. –.75"
Pichler Luise,116978228,female,"Pichler, Luise. Aus böser Zeit. Vaterländischer Rom. 3 Bde. 8. (1. u. 2. Bd. 510) Leipzig 1858, Grunow. n 9.–","‒ Aus Deutschlands Eichenwäldern. Auf stürmischen Wellen. Zwei histor. Erzählgn. Leipzig, Oehmigke. geb. –.75 ‒ Bei Lampenu. Sternenschein. Erzählg. 2. Ausg. 2 Bde. 8. (412) 1866, 1868 Leipzig, Grunow. n 5.– ‒ Belohnte Kindesliebe. Erzählg. a. d. Zeit des deutschen Königs Philipp. Leipzig, Oehmigke. geb. –.75 ‒ Bilder aus Schwabens Vergangenheit. Erzählgn. f. d. Iugend. 8. (126) Stuttgart 1851, I. F. Steinkopf. –.75 ‒ Chlodwig und Chlotildis. Irene und König Philipp, der Hohenstaufe. Zwei histor. Erzählgn. Leipzig, Oehmigke. geb. –.75 ‒ Das eiserne Kreuz. Erzählg. a. d. Zeit Kaiser Wilhelms I. Ebda. geb. –.75 ‒ Das Gesetz des Fortschritts im Reiche Gottes. Rede, geh. a. d. Iahresfeier der Ev. Gesellschaft f. Stadtmission in Basel. 8. (14) Basel 1897, P. Kober. –.08 ‒ Das Hünenschloss. Erzählg. 16. (130) 1863, 1874 Stuttgart, Risch. –.75 ‒ Das Vaterhaus. Bilder a. d. Kindheit. 12. (104) Basel 1897, P. Kober. –.50; geb. 1.– ‒ Der alte Barbarossa. Erzählg. f. d. Iugend u. d. Volk. 16. (126) Stuttgart 1868, Risch. –.75 ‒ Der alte Nettelbeck od. der Retter in der Not. Vaterländ. Erzählg. f. d. reifere Iugend. 3. Aufl. 8. (164 m. 5 Farbdr.) Stuttgart 1896, Süddeutsches Verlagsinstitut. geb. n 3.– ‒ Der Burggraf zu Nürnberg. Erzählg. Leipzig, Oehmigke. geb. –.75 ‒ Der erste Brandenburger. Erzählg a. d. Anfängen der preussischen Geschichte. Ebda. geb. –.75 ‒ Der erste Zollern. Erzählg. 16. (136) Stuttgart 1868. Risch. –.75 ‒ Der Expeditionsrat. Erzählg. f. die Iugend u. das Volk. 16. (100) Ebda. 1861. –.75 ‒ Der Findling. Erzählg. Leipzig, Oehmigke. geb. –.75 ‒ Der Freihof v. Siebeneichen. Erzählg. 16. (158) Stuttgart 1868, Risch. –.75 ‒ Der Gerichtstag zu Cannstatt. Ein Weihnachtsfest. Zwei Erzählgn. für die Iugend u. das Volk. 16. (94) Ebda. 1861. –.75 ‒ Der junge Kreuzfahrer. Erzählg. Leipzig, Oehmigke. geb. –.75 ‒ Der Kampf um Hohentwiel. Eine geschichtl. Erzählg. 8. (262) Stuttgart 1847, I. F. Steinkopf. 2.25 ‒ Der Kaufherr von Strassburg. Die Spielgenossen. Zwei Erzählgn. aus der Zeit Kaiser Heinrichs III. u. aus d. Germanenzeit. Leipzig, Oehmigke. geb. –.75 ‒ Der letzte Hohenstaufe. Histor. Roman. 3 Bde. 8. (1. u. 2. Bd. 929) Leipzig 1855, Herbig. 10.50 ‒ Der Pflegesohn. Erzählg. f. d. Iugend. 12. (69 m. H.) Reutlingen 1855, Baur. –.60 ‒ Der Rekrut. Erzählg. a. d. Zeit der deutschen Kleinstaaten. Leipzig, Oehmigke. geb. –.75 ‒ Der Ring der Herzogin. Erzählg. f. d. Iugend u. das Volk. 16. (96) Stuttgart 1861, Risch. –.75 ‒ Der Rotmantel. Erzählg. 2. Aufl. 16. (108) Ebda. 1871. –.75 ‒ Der Sandwirt von Passeyer. 8. (40) Leipzig 1883, T. Grieben. n –.60 ‒ Der Schreckenstag von Weinsberg. Eine Erzählg. aus dem Bauernkriege. 12. (121) Stuttgart 1879, I. F. Steinkopf. kart. –.75 ‒ Der Sohn der Witwe. Erzählg. f. d. Iugend u. d. Volk. 2. Aufl. 16. (144) Stuttgart 1871, Risch. –.75 ‒ Der Steinmetz von Speier. Ein Karlsschüler. Zwei Erzählgn. f. die Iugend u. d. Volk. 16. (96) Ebda. 1866. –.75 ‒ Der Tiger im Fasse u. andere Geschichten für die Iugend. 4. (6 m. 4 Chromol.) Stuttgart 1896. Nitzschke, geb. 1.50 ‒ Der Überfall im Odenwald. Erzählg a. d. Zeit Kaiser Friedrichs des Rotbarts. Leipzig, Oehmigke, geb. –.75 ‒ Der Waldhof. Erzählg. 16. (32) Konstanz u. Emmishofen 1894, C. Hirsch. bar n –.10 ‒ Des Dorfes Rose od. aus schwerer Zeit. 12. (127 m. H.) Stuttgart 1880, Kröner. n –.40; geb. n –.60 ‒ Deutsche Treue. Erzählg. f. d. Iugend u. d. Volk. 16. (119) Leipzig 1862, Grunow. –.75 ‒ Deutsches Heldentum. Vaterländ. Schausp. (Hermann der Cherusker – Welf u. Staufen.) 12. (64 m. Illustr.) Stuttgart 1882, Kröner. n –.20; geb. n –.60"
Pichler Luise,116978228,female,"Pichler, Luise. Diadem u. Myrten. Ein Kranz histor. Erzählgn. 8. (288 m. H. u. 6 Chromol.) Stuttgart 1885, Kröner. geb. 5.50 1. Deutsche Heldengeschichten aus dem Mittelalter. (315) 2. Deutsche Kaiser. (372) 3. Kaiser Rotbart. (203)","‒ Die Ansiedler im Schwarzwald. Eine Erzählg. für die Iugend u. das Volk. 2. Aufl. 16. (118) (1863) 1874, Stuttgart, Risch. –.75 ‒ Die Brüder. Erzählg. 2. Aufl. 16. (120) Ebda. 1871. –.75 ‒ Die Brüder. Vaterländ. Schausp. 12. (72 m. Abbildgn.) Stuttgart 1887, Kröner. n –.20 ‒ Die Deutschen in Rom. Erzählg. f. d. Iugend n. d. Volk. 16. (108) Stuttgart 1871, Risch. –.75 ‒ Die Helden der deutschen Wanderzeit. Erzählg. a. d. Geschichte der Völkerwanderg. f. d. Iugend. 8. (238 m. 5 Chromol.) Esslingen 1884, Schreiber. n 4.–; geb. n 5.– ‒ Die Iagd im Schönbuch. Eine vaterländ. Erzählg. 12. (48) Stuttgart 1880, Levy & Müller. n –.60 ‒ Die Kaiserbraut. Rom. 2 Bde. 2. Ausg. 8. (516) (1864) 1865, Leipzig, Grunow. 6.– ‒ Die Karthause. Erzählg. 2. Aufl. 16. (126) (1863) 1874, Stuttgart, Risch. –.75 ‒ Die Nachbarn. – Auf der Brücke zu Basel. Zwei Erzählgn. a. d. Zeit der Reutlinger Schlacht u. Franzoseneinfälle unt. Ludwig XIV. Leipzig, Oehmigke. geb. –.75 ‒ Die Rose von Byzanz. Erzählg. 16. (126) Stuttgart 1866, Risch. –.75 ‒ Die Schwarzwaldmühle. – Ein deutscher Prinz. Zwei Erzählgn. f. d. Iugend u. d. Volk. 16. (107) Ebda. 1862. –.75 ‒ Die Schwestern. Erzählg. f. d. Iugend u. d. Volk. 2. Aufl. 16. (96) Ebda. 1871. –.75 ‒ Die Waldschmiede zu Rottweil. – Der Rittmeister. Zwei Erzählgn. a. d. Zeit der ersten Hohenstaufen u. des 30jähr. Krieges. Leipzig, Oehmigke. geb. –.75 ‒ Drei Erzählgn. f. d. Iugend u. ihre Freunde. 12. (156) Stuttgart 1849, I. F. Steinkopf. kart. –.75 ‒ Ein deutsches Königsleben. Erzählg 16. (112) Stuttgart 1866, Risch. –.75 ‒ Ein Grenadier des grossen Fritz. Erzählg. 16. (147) Ebda. 1874. –.75 ‒ Elfengold fällt als Sternlein bunt u. klar in die frohe Kinderschar. Eine Auswahl der schönsten Märchen u. Sagen f. d. Iugend. 5. Aufl. v. »Gnomen u. Riesen«. 4. (32 m. 7 Chromol.) Stuttgart 1888, Nitzschke geb. n 4.– ‒ Erzählungen aus der Geschichte. 1.–3. Bd. 12. Esslingen 1884, Schreiber. geb. à n 1.50 ‒ Fee'n in den Lüften u. Spuk in dem Haus, brausender Iubel u. prickelnder Graus. Eine Auswahl der schönsten Märchen u. Sagen, f. d. Iugend bearb. 4. Aufl. Fol. (32 m. Illustr.) Stuttgart 1884, Nitzschke. geb. n 4.– ‒ Franzosengeneral u. deutscher Professor. Erzählg. f. d. Iugend u. das Volk. 2. Aufl. 16. (148) Stuttgart 1871, Risch. –.75 ‒ Friedrich von Hohenstaufen der Einäugige. Historischer Rom. 3 Tle. 8. (807) Leipzig 1853, Herbig. 7.50 ‒ Germania. Hermann der Befreier. Erzählg. f. Deutschlands Iugend. 3. Aufl. 8. (312 m. 6 Farbendr.) Leipzig 1891, A. Oehmigke. geb. 4.50 ‒ Geschichtenbuch für liebe Kinder von 4–10 Iahren. 160 Erzählgn. 12. (351 m. illustr.) Stuttgart 1850, I. F. Steinkopf. geb. 3.– ‒ Gnomen u. Riesen, verzauberte Welt, bunte Gestalten – wie's Kindern gefällt. Eine Auswahl der schönsten Märchen u. Sagen, f. d. Iugond bearb. 4. Aufl. Fol. (32 m. Illustr.) Stuttgart 1884, Nitzschke. geb. n 4.– ‒ Heinrich des Ersten Söhne. Schausp. 16. (174) Stuttgart 1873, Risch. 2.25 ‒ Heinrich des Vierten Vermählung mit Bertha v. Susa. Histor. Rom. 2 Bde. 8. (502) Leipzig 1856, Grunow. 7.50 ‒ Hermann u. Thusnelda. Erzählg. a. d. Zeit der deutschen Freiheitskämpfe. Leipzig, Oehmigke. geb. –.75 ‒ Hermann u. Tiberius. Erzählg. 16. (112) Stuttgart 1875, Risch. –.75 ‒ Historische Erzählungen. 60 Bde. 12. Leipzig 1889–96, Oehmigke. geb. à –.75 ‒ Hohenstaufenbilder. Ebda. geb. –.75 ‒ Illustriertes Märchenbuch f. Kinder. 12. (184 m. H.) Ulm 1882, Ebner. n 1.20 ‒ Illustriertes Theaterbüchlein f. Kinder. 2 Bdchn. 2 Aufl. 16. (136) Ulm 1894, I. Ebner. kart. –.75 ‒ Im Teutoburger Walde. Erzählg. f. d. Iugend u. das Volk. 16. (107) Stuttgart 1869, Risch. –.75"
Zeller Luise,116978228,female,"Zeller, Frau Luise, Ps. Louise Pichler, geboren am 16. Ianuar 1823 in Wangen, gestorben den 20. November 1889 in Stuttgart. Werke s. Louise Pichler.",.
Zeller Marie,116978287,female,"Zeller, Marie. Der Weihnachtsteppich. Eine Familiengeschichte für die Iugend u. ihre Freunde. 2. Aufl. 12. (160) Basel 1897, P. Kober. 1.20","‒ Dr. Gotthilf Heinrich v. Schuberts Iugendgeschichte. 12. (131) Stuttgart 1880, I. F. Steinkopf. –.75 ‒ Dr. Gotthilf Heinrich v. Schuberts Tagewerk u. Feierabend. 12. (126) Ebda. 1882. –.75 ‒ Freiheit und Freundschaft. Eine Erzählg. für die Iugend. 12. (121 m. 2 Bildern) Basel 1897, P. Kober. 1.20 ‒ Schloss und Hütte. Eine Erzählg. f. jung u. alt. 2. Aufl. 12. (60 m. 1 Bild) Basel 1892, Iäger & Kober. –.40"
Bock Annie,116983213,female,"Bock, Annie, Biographie s. Annie Neumann-Hofer.","‒ Der Auserwählte. 12. (98) Berlin 1895, Bibliografisches Büreau. n 1.50, geb. in Damast m. Goldschn. n 2.50 ‒ Die Familie Rizzoni. Rom. Berlin 1898, Verlag der Romanwelt. U. d. Presse. ‒ Dora Peters. Zwei die sich liebten. Rom. 8. (467) Berlin 1896, F. Fontane & Co. n 5.– ‒ Einsamkeit-Roman. 8. (400) Berlin 1897, Verlag der Romanwelt. 3.–, geb. 4.– ‒ Ellen-Novelle. Leipzig 1897, A. Schumann. 1.– ‒ Führe uns in Versuchung. Rom. 8. (734) Berlin 1896, Deutsches Verlagshaus Bong & Co. n 6.–, geb. n 7.50 ‒ Gräfin Sofie. Rom. Berlin 1898, Verlag der Romanwelt. U d. Presse. ‒ Selam. Ein Novellenstrauss. 8. (IX, 369) Dresden 1890, E. Pierson. n 4.– ‒ Simson u. Delila. Rom. in 2 Bdn. 8. (XI, 144, 160) Stuttgart 1894, I. Engelhorn. bar à n –.50, geb. à n –.75 ‒ Tarantella. Rom. 2 Bde. 8. (577) Berlin 1894, Bibliografisches Bureau, n 5.–"
Bock Annie,116983213,female,"Bock, Annie. Ellen. Rom. 8. (223) Leipzig 1897, A. Schumanns Verlag. geb. 1.– Ergänzg. zu Annie Bock. Band I.",.
