name,gnd,gender,biography,bibliography
Walden Marie,1141298759,female,"Walden, Marie, s. M. H. Ruetschi.","‒ Aus der Heimat. 2 Erzählgn. (Die beiden Kollegen. – Zwei Iahre im Dorfe.) 8. (303) Bern 1880, Haller. 3.20; geb. 4.50 ‒ Dasselbe. 2. Bd. 8. (283) Bern 1884, Nydegger & Baumgart. 3.20; geb. 4.50 ‒ Die beiden Kollegen. Erzählg. 12. (88) Bern 1894, W. Kaiser. –.30 ‒ Schulfreie Tage. 3 Erzählgn. 8. (27) Bern 1881, Nydegger & Baumgart –.50 ‒ Versöhnt. Zweimal bestraft. 2 Erzählgn. 12. (36) Bern 1894, W. Kaiser. –.15"
Ulmann Regine,1141333244,female,"*Ulmann, Frau Regine, Ps. Gertrud Bürger und Agnes Thal, Wien II, Kaiser Iosefstrasse 32, ist in Wien am 1. September 1847 geboren und schreibt über Frauenfrage, Erziehung und Handarbeit. Sie ist Direktrice der Fachschulen des »Mädchen-Unterstützungs-Vereins« und Redakteurin von »Das Blatt der Hausfrau«.","‒ Das Soll und Haben der Hausfrau. Fol. (90) Wien 1897, Gesellschaft für graphische Industrie. 1.70 ‒ Der Wäsche-Schrank. Wäschebuch der »Wiener Mode«. 4. Wien 1898, Gesellschaft für Graphische Industrie. 3.–"
Bürger Gertrud,1141333260,female,"Bürger, Gertrud, Biographie s. Regine Ulmann.",.
Schultze Mathilde,1141826380,female,"Schultze, Mathilde, Gattin des preussischen Abgeordneten Schultze.","‒ Denkmäler der Liebe. Für die weibl. Iugend. 8. (325 m. 2 L.) Wismar 1869, Hinstorff. 3.–; geb. 4.–"
Héyret Marie,1143617681,female,"*Héyret, Frl. Marie, Wien I, Spiegelgasse 9, geboren zu Wien am 6. Ianuar 1856, erhielt ihre erste Erziehung zu Paris und verlebte ihre Iugend meist in Deutschland, sowie in ihrer Vaterstadt. Nach privat absolvierten Gymnasialstudien widmete sich dieselbe linguistischen und historischen, auch litterar-historischen Studien. Ausser zahlreichen kleineren Schriftchen sind einzelne historische und genealogische Quellenarbeiten in Fachzeitschriften deponiert. Sie schreibt jetzt meist Feuilletons, litterar-historische Essays, Bücherkritiken für deutsche Blätter, sowie für in der Schweiz erscheinende Zeitschriften.",.
Schurz Mathilde,1144986044,female,"*Schurz, Frl. Mathilde, Ps. F. Devantier, Wien XV., Mariahilfer Gürtel 41, wurde am 11. August 1868 in Prag als echtes Theaterkind im Neustädter Theater, dem ihre Eltern angehörten, geboren. Auch M. sollte, nachdem man bei ihr hervorragendes theatralisches Talent fand, für die Bühne ausgebildet werden. Sie konnte aber infolge eines Halsleidens diesem Berufe nicht nachkommen. 1885 erschien ihr erstes Feuilleton in der Wiener »Presse«. Seither schreibt sie Novelletten und Feuilletons für verschiedene Zeitungen und Zeitschriften. Seit zwei Iahren schreibt sie den humoristischen Briefkasten der »Deutschen Warte«. In der »Illustrierten Welt« sind zwei mundartliche Erzählungen von ihr erschienen.","‒ 's Seeröserl. Erzählg. Mit Titelbild. 8. (45 m. Bildnis.) Lübeck, Verlag der Novellen-Bibliothek. –.50"
Fringilla ,1145815251,female,"Fringilla, Biographie und Werke s. Frau Marie Schramm-Macdonald, geb. Schwendy.",.
Dreidax Therese,1146494033,female,"*Dreidax, Therese, München, Kanalstrasse 60/4, ist zu München den 22. März 1858 geboren, erhielt ihre berufliche Ausbildung als Arbeitslehrerin und ist Hauptlehrerin an der höheren städtischen Töchterschule zu München. Im Februar 1896 erschien von ihr im Verlage von Ehrhard & Co. in Bensheim eine Sammlung von Textilwaaren. Die von ihr bei verschiedenen Anlässen gehaltenen Vorträge erschienen im Druck.","‒ Das Wissenswerteste über Leinen, Baumwolle, Wolle u. Seide. 8. (45) Bensheim 1896, Lehrmittelanstalt I. Ehrhard & Co. geb. n 1.– ‒ Der gute Geschmack in weiblichen Handarbeiten. Eine Anleitg. zu zweckentsprech. Wahl der Arbeitsweisen u. Ornamente. Ein Buch f. Schule u. Haus. 8. (134) Gera 1897, Th. Hofmann. n 1.50"
Grieben Ferdinande,1149298502,female,"*Grieben, Frl. Ferdinande, Ps. W. Egbert, Angermünde, Bahnhofstrasse 3, im uckermärkischen Städchen Angermünde, am 29. September 1844, als Tochter des Iustizrats Grieben, geboren, lebt sie daselbst noch heute im väterlichen Hause. Ihr Stillleben wird im Winter durch Aufenthalt in Berlin zur geistigen Anregung und im Sommer durch Reisen ins Gebirge oder ans Meer unterbrochen. Im Iahre 1866 machte sie in Berlin das Lehrerinnenexamen, nachdem sie den zweijährigen Lehrkursus des Augustaseminars absolvierte, doch hat sie den Lehrerinberuf nie ausgeübt, sondern ihre Mussezeit dem Schriftstellern gewidmet. Ausser Romanen, Novellen und Feuilletons für Zeitschriften, schrieb sie Bühnenstücke, u.a. die Schauspiele: »Leona«, »Rutlandshof« (Verleger: Sallis, Guben), »Ikarus« und die Lustspiele: »Auf der Freite« (Verleger: Felix Bloch, Berlin), »Ein Lorbeerblatt«, »Kunstliebe und Liebeskunst«, »Geschwister Rode« (Verleger: Gebrüder Pollmann, Karlsruhe), »Knalleffekte der Natur« (Verleger: Felix Bloch, Berlin). Letzteres wurde auf dem Stadttheater zu Frankfurt a. M., am Dresdener Hoftheater, Hamburger Thalia-Theater u.a. zur Darstellung gebracht. Werke s. W. Egbert.","‒ Auf Regen folgt Sonnenschein. Dramat. Plauderei. (20) Frankfurt a. M., Könitzers Verlag. n –.90"
Busch Hedwig,1149855061,female,"*Busch, Frl. Hedwig, Gross-Lichterfelde bei Berlin, ist am 10. März 1861 zu Wittstock in der Ostpriegnitz geboren und hatte die Absicht, sich der Musik zu widmen, an deren Ausführung sie aber durch ihre Kränklichkeit verhindert wurde. Sie genoss deshalb jahrelang eine gründliche Ausbildung als Industrielehrerin und erteilte als solche verschiedentlich Unterricht. Als sie jedoch in Berlin 1892 Gelegenheit fand, das Mädchenturnen kennen zu lernen, entschied sie sich begeistert für diesen Beruf, rief später nach abgelegter Prüfung als Turnlehrerin in Gross-Lichterfelde einen Damenturnkursus ins Leben und interessierte sich lebhaft für die Turnspiele, zu deren Verbreitung sie durch Herausgabe eines grösseren Spielbuches beitragen wollte. Zur Zeit hat sie wieder eine grössere schriftstellerische Arbeit vor, deren Vollendung sie aber noch hinauszuschieben gezwungen ist. In einigen Zeitschriften sind in letzter Zeit Reigen von ihr veröffentlicht.","‒ Die Spiele in der Mädchenschule. Auswahl v. Turnspielen. 8. (135 m. 40 Fig.) Gotha 1895, E. F. Thienemann Verlag. kart. n 2.40"
Böhme-Köhler Auguste,1150441313,female,"Böhme-Köhler, Frau Auguste, Leipzig, Nürnbergerstrasse 58, geboren den 15. Iuni 1856 in Köthen, erhielt eine musikalische Ausbildung. Sie kam 1877 nach Leipzig, um hier ihre Studien zu vollenden und lebt daselbst als Gesangspädagogin und Musikschriftstellerin.","‒ Die Lautbildung beim Singen u. Sprechen. Ein Leitfaden. 1. u. 2. Aufl. Leipzig 1895, Rich. Richter. ‒ Die plastische Darstellung der Lautbildung in den menschlichen Stimmu. Sprachorganen. Leipzig. Selbstverlag."
Gerstenbergk Jenny,1151646407,female,"□Gerstenbergk, Freifräulein Ienny von, Kösen bei Naumburg a. Saale, ist Theresien-Ordensdame.","‒ Anna v. Eichel, die Stifterin des Diakonissenhauses zu Eisenach. Lebensbild. 8. (66) Eisenach 1894, M. Wilkens. bar n 1.– ‒ Sechs Märchen. 8. (51) Ebda. n 1.–"
