name,gnd,gender,biography,bibliography
Schulz Gabriele,1047918196,female,"*Schulz, Frl. Gabriele, Ps. E. Nilas, Gramzow in der Uckermark, Klosterberg, ist am 29. Iuni 1860 in Dresden als Tochter des Rechtsanwaltes und Notars G. Schulz geboren. Schon als Kind hatte Sch. den starken Drang, »Geschichten auszudenken«, und als junges Mädchen schrieb und dichtete sie »lustig drauf los«. 1886 starb ihr Vater, sie siedelte mit ihrer Mutter nach Gramzow über, gründete dort eine Schule, bestand ihre Lehrerinnenprüfung und gestaltete den kleinen Anfang besser aus, indem sie mit einer andern Dame, Frl. Martha Zillich, gemeinsam die Schule und das Pensionat leitete und noch leitet. Werke s. E. Nilas.",.
Seiffert Barbara Fried.,1048569284,female,"Seiffert, Fried. Barbara, geb. Kapp, geboren 6. April 1769 zu Hof.",.
Sendtner Barbara,1048593584,female,"Sendtner, Barbara, geb. Wolf, geboren 1792 in Zürich.",.
Andreä Wilhelmine,1049184726,female,"Andreä, (genannt Wilhelmi,) Wilhelmine. Graf Bruno von Hochwalden, oder: Eifersucht führt zum Verbrechen. 3 Bde. 8. (608) Nordhausen 1842, Fürst. 8.25",.
Wegner-Zell Bertha,1049272595,female,"*Wegner-Zell, Frau Bertha, Ps. B. W. Zell und B. v. York, Berlin W., Winterfeldstrasse 27 II, geboren 3. März 1850 zu Bromberg. Den Vater, einen Nachkommen französischer Refugiés, hat sie kaum gekannt, die Mutter früh verloren. Schon in den Schuljahren trat ihre ungewöhnliche dichterische Begabung hervor. Früh verheiratet, siedelte sie bald darauf mit ihrem Gatten nach Berlin über, wo sie seitdem lebt. So viel Beifall jedoch ihre ersten Novellen und Feuilletons fanden, sagte sich die Verfasserin doch in strenger Werke s. B. W. Zell und B. v. York.",.
Trockau Gross Auguste,1049303652,female,"Trockau, Freiin Auguste Gross von, Biographie und Werke s. Auguste Freiin Gross von Trockau.",.
Stricker Caroline,1049309367,female,"Stricker, Caroline, geb. Schütz, Ps. St. Nelly, Romanschriftstellerin, geboren 1790 zu Prag, gestorben 1847.",.
Asmis Auguste,1049351363,female,"Asmis, Auguste, geb. Gelpcke. Die Berg-Patrioten. Eine Erzählg. aus der Reformation in Savoyen. 16. (212) Charlottenburg-Berlin 1878, Prochnow. n –.50","‒ Das Eckhäuschen und seine Bewohner, oder Vertrauen auf Gott. 16. (154 mit 1 Steintaf.) Charlottenburg 1877. (Barmen, Klein. Berlin, Beck.) n –.80 ‒ Die Tochter des Arbeiters. Eine Geschichte für das deutsche Volk. 8. (135) Stavenhagen 1878, Beholtz. n 1.–"
Fasser Caroline,1049414144,female,"*Fasser, Frau Dr. Caroline, geb. Schmid, Ps. Erwin v. Steinau, Wien XIII, Firmiangasse 39, wurde am 14. November 1855 zu Pressburg in Ungarn als Tochter eines Schulrats geboren und erhielt ihre Ausbildung durch die hochgebildete Mutter und Privatlehrer. Später alsolvierte sie die Lehrerinnenbildungsanstalt zu Troppau und wurde schon mit dem 17. Iahre an einer städtischen Volksschule Wiens angestellt. Vermählt ist sie mit dem Amanuensis an der Universitätsbibliothek Dr. Fasser. Bisher hat sie hauptsächlich Feuilletons, Skizzen, Litteraturbriefe, Gedichte und Novellen Werke s. Erwin v. Steinau.",.
Schmid Caroline,1049414144,female,"Schmid Caroline, Biographie s. Caroline Fasser. Werke s. Erwin von Steinau.",.
Steinau Erwin,1049414144,female,"Steinau, Erwin von, Biographie s. Frau Dr. Caroline Fasser geb. Schmid. Dieses Pseudonym gilt nur für Zeitschriften.",.
Henrich Albertine,1049486617,female,"Henrich, Albertine, geb. Röslin, Ps. Paul Stein, geboren 1806.","‒ Albrecht von Brandenburg. ‒ Die verlorne Tochter. Nach dem Engl. bearb. 16. (32 m. 1 Bild) Hamburg 1893, I. G. Oncken. –.15 ‒ Laura, die Sozialistenbraut, od.: die soziale Frage praktisch gelöst. 2. Aufl. 8. (156) Ebda. 1891. –.75 ‒ Wie können wir die deutsche Iugend in Amerika für Haus und Kirche erhalten. 16. (59 m. H.) New-York 1876 (Philadelphia, Schäfer & K.). n 1.–"
Henrich Albertine,1049486617,female,"Henrich, Albertine, s. auch Band I. Weitere Werke s. auch Paul Stein. Band II.","‒ Der schöne Sepp. Eine Selbstbiographie Miss Marchall Saunders. Übersetzg. aus dem Engl. 8. (340 m. Abbildgn. u. Bildnis) Hamburg 1895, I. G. Oncken Nachfolger. 2.–; geb. 3.– ‒ Die Wallfahrt nach Zionsthal. 2. Aufl. 16. (236) Hamburg 1871, Oncken. 1.–"
Strachwitz Nora,1049667921,female,"Strachwitz, Gräfin Nora, geborne Henckel von Donnersmarck.","‒ Erinnerungen aus meiner Iugendzeit. Gedichte. 8. (236) Strassburg im Elsass 1893, G. L. Kattentidt.3.–"
Nordheim Julie,1049681932,female,"Nordheim, Iulie (Luise Meyer).","‒ Poetische Kleinigkeiten. 8. (150) Kopenhagen 1863, Leipzig, Brauns. n 2.25"
Strohsal Fanny,1049743458,female,"Strohsal, Fanny, Wien I. Singerstrasse 2, geboren am 23. Februar 1849 in Fels in Niederösterreich, schreibt sowohl in Versen, wie in Prosa, in ihrer heimatlichen Mundart. Ihre Gedichte erschienen in verschiedenen Zeitschriften. Sie ist ständige Mitarbeiterin des »Wiener Tagblatt«. (Gestorben.)",.
Schlegel Anna Natalie Emilie,1049760670,female,"Schlegel, Anna Natalie Emilie, Tochter des Fabrikbesitzers Th. Odrich, geboren den 18. September 1849 zu St. Petersburg, gestorben 1891 in Berlin.",‒ Die Heirat auf Befehl. Histor. Lustsp. 1883.
Teichmann Lisbeth,1049834992,female,"*Teichmann, Frl. Lisbeth, Erfurt, Charlottenstrasse 6. Als Tochter eines Iuristen in einer kleinen Stadt geboren, ist sie nach seiner Pensionierung mit ihm nach Erfurt übergesiedelt. Durch viele grosse Reisen in der Schweiz, Tirol, Frankreich, Belgien, Italien und einen vierteljährigen Aufenthalt in Amerika (New-York) hat sie ein grosses Stück der Welt gesehen und manches davon in Reiseschilderungen niedergelegt. Erst später wandte sie sich auch den Novelletten und kleineren Skizzen zu. Die Arbeiten sind in verschiedenen Zeitschriften, Frauenzeitungen u. dgl. abgedruckt.",.
Hirschmann Julie,1050005465,female,"*Hirschmann, Frau Iulie, geb. Langhoff, Berlin W., Linkstrasse 4. Geboren 1. Februar 1812 in Berlin als die Tochter eines Wachtmeisters u. G. Holting. Onkel Gustav im Kreise seiner kleinen Freundinnen und Freunde. Erzählgn. (Neue Ausg.) 8. (248 m. 6 Farbendr.) Ebda. 1895. geb. n 4.–","‒ Blütenjahre. Nov. f. d. reifere weibl. Iugend. 8. (351) Berlin 1856, Winckelmann & Söhne. n 3.75 ‒ Bunte Blumen. Nov. f. d. reifere weibl. Iugend. 8. (360) Ebda. 1860. n 3.75 ‒ Der Grossonkel. Erzählgn. u. Nov. f. d. reifere weibl. Iugend. 8. (299 m. 8 L.) Ebda. 1863. kart. 3.– ‒ Die Christengel. 1890. ‒ Familienfreuden. Erzählgn. u. Schildergn. f. d. reifere weibl. Iugend. 8. (347) Berlin 1859, Winckelmann & Söhne. 4.– ‒ Guckkastenbilder. Erzählgn. f. Kinder. 16. (367) Ebda. 1862. 2.50 ‒ Histörchen. Erzählgn. f. artige Kinder. 16. (271 m. 9 L) Ebda. 1862. 2.– ‒ Im Abendrot. Nov. f. junge Mädchen. 8. (266) Ebda. 1886. n 4.50 ‒ Lebensmai. Nov. f. die reifere weibl. Iugend. 8. (304 m. 8 L.) Ebda. 1865. 3.75 ‒ Mädchenspiegel. Erzählgn. u. Nov. f. die weibl. Iugend. 3. Aufl. 8. (331) Ebda. 1883. geb. n 3.– ‒ Märchenstrauss. Ster.-Ausg. 8. (272 m. Illustr.) Ebda. 1890. 3.– ‒ Mussestunden. Erzählgn. f. Kinder. 16. (304 m. 9 L.) Ebda. 1864. kart. 2.50 ‒ Nach Feierabend. Erzählgn. f. Kinder von 10 bis 12 Iahren. 16. (260 m. 9 L.) Ebda. 1863. kart. 2.– ‒ Plauderstündchen. Erzählgn. 3. Aufl. 8. (277 m. 6 Chromol.) Ebda. 1881. n 4.50 ‒ Spiegelbilder. Erzählgn. f. Kinder. 8. (284 m. 8 L.) Ebda. 1868. 1.– ‒ Was der Theekessel sang. 1891."
Uthke Ernestine Kunigunde Sigismunde,1050008413,female,"Uthke, Sigismunde Ernestine Kunigunde, geb. v. Packisch, geboren den 6. August 1752 in Geinersdorf bei Fraustadt, gestorben den 18. Februar 1813.",.
Vetter Cäcilie,1050041070,female,"Vetter, Cäcilie, geboren 1772 in Hamburg.",.
Zix Olga,1050316118,female,"Zix, Frau Olga, lebte in Stuttgart und ist dort im April 1897 gestorben.","‒ Öffentliche Charaktere im Lichte graphologischer Auslegung. Mit Einleitg. u. biograph. Notizen versehen. 2. Aufl. 8. (288 m. 135 Handschriftenfksms.) Berlin 1894, E. Hofmann & Co. 4.50; geb. 5.50"
Weissenborn Elisabeth,1050395484,female,"*Weissenborn, Frl. Elisabeth, Ps. Ilse Theba, Halberstadt, Paulsplan 19, wurde am 14. Oktober 1860 in Halberstadt geboren. Schon in frühester Iugend versuchte sie sich im Schreiben, wurde aber später auf die Lehrerinnenlaufbahn hingewiesen. Sie war jahrelang erzieherisch und unterrichtend thätig, hat aber seit Kurzem diesen Beruf aufgegeben, um dem Haushalte ihres Vaters und ihres Bruders vorzustehen und sich der Schriftstellerei zu widmen.","‒ Saumseelchen. Erzählg. 12. (32) Berlin 1895, Deutsche Sonntagsschulbuchh. –.10"
Ryff,1050395611,female,"Ryff, Frau Sekretärin von.","‒ Bericht des Frauenkomitee Bern über seine Erhebungen der Frauenthätigkeit auf dem Gebiete der Philanthropie u.a.m., erstattet am Kongress für die Interessen der Frauen in der Schweiz, Genf, 8.–12. Sept. 1896. 8. (57) Bern 1896, A. Siebert. –.50"
Weisser Anna,1050396251,female,"*Weisser, Frau Anna, Deuben b. Dresden, geboren den 5. Iuli 1855 in Neuhaldensleben b. Magdeburg, Tochter eines Porträtmalers. Früh verwaist, ist sie in einer Oberförsterei im Braunschweigischen erzogen worden. Von 1877–1898 war sie die Gattin eines Zeitungsverlegers und Redakteurs. Hauptsächlich journalistisch für die eigenen Blätter thätig, trat sie zuerst mit dem Epos »Skalde Brun« an die Öffentlichkeit. Gegenwärtig ist sie mit der Umdichtung der Simrockschen »Edda« für »Das deutsche Haus« beschäftigt. A. W. hält Vorlesungen in litterarischen und Frauenvereinen und ist Mitarbeiterin der »Monatsblätter für deutsche Litteraturgeschichte« und vieler anderen Zeitschriften. Ihre Erzählungen: »Die Kleinstädterin«, »Buckelinchen«, »Vielleicht«, »Der schöne Rudolf«, »Der Zug nach unten« erschienen in verschiedenen Zeitschriften.","‒ Rotkopfs Görge. Lyrische Sagen-Dichtg. Selbstverlag. –.25 ‒ Schleiermachers 10 Gebote der Frau. Ein Beitrag zur Frauenfrage. Selbstverlag. –.75 ‒ Skalde Brun. Ein alter Sang aus dem Harzgebirge. 12. (155) Bad Harzburg 1897, Rud. Stolle. 2.25; geb. 3.–"
Mirbach Margarete,1050402022,female,"*Mirbach, Frl. Margarete, Ps. Mathilde Martin, August Urbani, Raphael v. Winthern, Königswinter a. Rh., Hauptstrasse 76, geboren ebenda den 5. August 1852, schreibt Poesieen und Novellen, Übersetzungen aus dem Französischen, Englischen, Holländischen.","‒ Aus stiller Welt. Ein Trostbüchlein. 8. (118) Dülmen 1890, Laumann. n 1.50; geb. n 2. 50 ‒ Im Kampfe um die Ehre. Erzählg. nach dem Holl. 8. (280 m. 2 Photograv.) Regensburg 1896, Nationale Verlagsanstalt. n 3.–; geb. n 4.–; m. Goldschn. n 4.50 ‒ Kreuz und Kalvarienberg. Übersetzg. 8. (222) Dülmen 1890, Laumann. geb. –.75"
Urbani August,1050402022,female,"Urbani, August, s. Margarete Mirbach.",.
Henkel Friederike,1050402502,female,"Henkel, Friederike, Weimar, Parkstrasse, geboren den 25. Dezember 1826 in Berlin.","‒ Aus Langeweile. Rom. 2 Bde. 8. (376) Stuttgart 1870, Hallberger. n 6.– ‒ Der Liebe Licht u. Schatten. Rom. 2. Aufl. 8. (205) Ebda. 1880. n 3.– ‒ Die Herrin von Ibigstein. Rom. 2 Bde. 8. (461) Ebda. 1879. n 6.– ‒ Die Stiefschwestern. Rom. 8. (196) Breslau 1880, Schottländer. n 3.50 ‒ Sommermärchen. 8. (187 m. 4 Chromol.) Neu-Ruppin 1869, Oehmigke. ‒ Wenn Frauen hassen. Rom. 2 Bde. 8. (407) Stuttgart 1880, Hallberger. n 6.–"
Broekel Antonie Johanna,1050424506,female,"Broekel, Iohanna Antonie, Ps. A. Brook, geboren am 1. September 1819 zu Tondern in Schleswig, gestorben am 21. Oktober 1890 in Kiel. Werke s. A. Brook. Nachtrag.",.
Bracke Toni,1050424514,female,"*Bracke, Frl. Toni, Wiesbaden, Scharnhorststrasse 1, geboren am 5. April 1857 zu Luxemburg, erhielt ihre Ausbildung auf der höheren Töchterschule in Koblenz und zog dann mit ihren Eltern nach Wiesbaden. Die Lust, ihre Gedanken in poetische Form zu kleiden, regte sich frühzeitig bei ihr, trat aber besonders in den vielen einsamen Stunden der Krankheit zu Tage, welche sie fast sechs Iahre ans Haus fesselte.","‒ Schlichte Klänge. Gedichte. 8. (99) Leipzig 1893, M. Ruhl. geb. in Leinw. m. Goldschn. n 350"
Salma Bernhard,1050425006,female,"Salma, Bernhard von, Biographie s. Dina v. Salmuth.","‒ Graf Mocenigo. Rom. 3 Bde. 8. (1031) Breslau 1861, Trewendt. 18.–; dann 13.50; herabges. Preis n 4.50"
Salmuth Dina,1050425006,female,"*Salmuth, Dina (Abkürzung v. Bernhardine), Freifrau von, Excellenz, Ps. Dina und Bernhard von Salma, Berlin W, Kleiststrasse 39, wurde am 31. Mai 1826 auf dem Rittergute Briesen bei Friesack in der Mark Brandenburg geboren. Sie war die jüngste Tochter des damaligen Rittmeisters, späteren Majors von Bredow und seiner Gemahlin Bernhardine geb. von Wulffen aus dem Hause Grabow (Provinz Sachsen). Sie genoss auf dem Lande die Erziehung ihres Standes durch Hauslehrer und Erzieherinnen und schliesslich in einem Mädchenpensionat in Berlin. Mit 16 Iahren der Schule entwachsen, ergriff das junge Mädchen, von einem rastlosen Wissensdrange getrieben, jede Gelegenheit, ihr Wissen zu erweitern. Der Theologe Ernst Hoche lehrte sie Hegel, Fichte, Kant und Iean Paul kennen, mit dem italienischen Professor Fabrucci studierte sie Dante und Petrarca, und mit dem irischen Dichter Concanon Byron und Thomas Moore, während sie ihr Werke s. auch Bernhard von Salma.","‒ Iugendblüten. Dichtgn. 1. Aufl. 1847 unter dem Titel: Iugendblüten von Dina von Salmuth. 2. Aufl. 1852. 8. (197) Berlin, Alexandes Duncker. geb. 4.50"
Eberhardt-Bürck Adelheid Emilie Bab,1050426916,female,"*Eberhardt-Bürck, Frau Adelheid Emilie Bab, Karlsruhe, Gartenstrasse 40, ist am 23. Iuli 1836 in dem Marktflecken Schönau bei Heidelberg, wo ihr Vater Geistlicher war, geboren. Ihre Ausbildung erhielt sie zumeist im elterlichen Hause durch den Vater und einen französischen Lehrer aus der Schweiz, 1863 vermählte sie sich mit Karl Heinrich Eberhardt, Pfarrer in Schatthausen, Baierthal und Adelsheim, wo er als Dekan starb. Er stand mit verständnissinniger Kritik der Gattin bei der Herausgabe ihrer Dichtungen hilfreich zur Seite. Seit 1894 verwitwet, lebt sie mit ihrer Tochter, welche Malerei treibt, zusammen und beabsichtigt eine Sammlung der in vielen Zeitschriften erschienenen lyrischen Gedichte herauszugeben.","‒ Die Macht der Liebe. Ein Buch f. u. wider die Frauen. 8. (292) Leipzig 1874, Ernst Bredt. n 3.–; geb. n 3.90 ‒ Emelka. (Nach einer magyarischen Sage als Manuskript gedruckt.) (63) Badenweiler 1856. ‒ Freud' u. Leid im heiligen Krieg. Ein Liederkranz aus Deutschlands grossem Iahre 1871. (47) (1. Aufl. 1871.) 2. Aufl. ‒ Hildegarde. Drama. 8. (180) Leipzig 1876, Ernst Bredt. 2.–; geb. n 2.80 ‒ Ideal u. Wirklichkeit. Skizzen aus dem Leben. 8. (199) Ebda. 1878. n 2.40; geb. n 3.20 ‒ Maria. Die Kleidermacherin. 12. (141) Stuttgart 1885, I. F. Steinkopf, n –.75 ‒ Markgraf Ernst u. Ilda. Sagenbild von Badenweiler u. dem Neuenfels; nebst e. Anhang von Gedichten. (88) Badenweiler 1860. ‒ Nathanel Traugott. Eine Pfarrersgeschichte mit Pfarrwahl-Illustrationen. (176) Heidelberg 1879, C. Winters Universitätsbuchhandlung. ‒ Wie herrschest du? Eine Frage, besonders an die Frauenwelt. 8. (83) Karlsruhe 1891, I. I. Reiff. kart. n –.80"
Brandt Bertha,1050427335,female,"*Brandt, Frau Bertha, Berlin N. Grenzstrasse 14, geboren 1847 in Königsberg in Preussen, als die jüngste Tochter des früh verstorbenen Buchdruckereibesitzers Friedrich Thewing, verheiratete sich im Iahre 1870 mit dem Theatersekretär Theodor Brandt und siedelte im Iahre 1880 nach Berlin über. Sie begann erst nach dem Tode ihres Gatten, im Iahre 1880 ihre Dichtungen zu schreiben.","‒ Herbst-Blätter. Dichtungen. 5. verm. Aufl. 8. (444 m. Bildnis) Berlin, Leipzig (1890) 1896, C. F. Tiefenbach. geb. m. Goldschn. n 3.–; Ausg. 1893. n 2.–"
Diederich Ernestine,1050460154,female,"*Diederich, Frl. Ernestine, Ps. E. Hainberg, Göttingen, Hainholzweg 23, ist den 14. Februar 1843 in Rodenberg, Kreis Rinteln, geboren und hat ihre Iugend in Kassel verlebt. Äussere Verhältnisse liessen sie erst spät dazu kommen, ihrem Drang zur Schriftstellerei nachzugeben, um die Gebilde ihrer Phantasie zur Gestaltung zu bringen. Die von ihr geschriebenen Erzählungen, Novellen, auch ein Roman, sind in Zeitschriften und Tagesblättern erschienen.",.
Denk Julie,1050460316,female,"*Denk, Frl. Iulie, Regensburg, Staatsstrasse L. 17, ist am 15. September 1838 zu Regensburg geboren und wurde bei einem längeren Aufenthalt in München durch litterarische Kreise zu der Herausgabe ihrer Gedichte »Aus alter und neuer Zeit« angeregt. Ausserdem brachte das Feuilleton der »Münchener Neueste Nachrichten« und sonstiger Tagesblätter kleine Erzählungen von ihr. Seit 1891 hat sie sich mit Vorliebe der Dialektdichtung zugewandt. Ihre heiteren Gedichte haben auch im bayerischen Dichterbuche (Landesausstellung 1896) Aufnahme gefunden. »Die illustrierte Frauen-Zeitung« Berlin, »An der schönen Donau« Wien, »L. Meggendorfers humoristische Blätter« Stuttgart, u. v. a. bringen ihre heiteren Gedichte.","‒ Wilde Reben. Gedichte. 12. (86) München 1893, H. Lukaschik. n 1.–; geb. n 1.50"
