name,gnd,gender,biography,bibliography
Polier Marie Elisabeth,100321402,female,"Polier, Marie Elisabeth, geboren zu Polier le Grand bei Lausanne in der Schweiz am 12. Mai 1742.",.
Berthet Elie,100799558,female,"Berthet, Elie. Das Weib des Wahnsinnigen. Rom. Deutsch v. Manfred. 8. (262) Kaiserslautern 1882, Rohr. 1.–","‒ Der Wolfmensch od. die Bestie d. Gevaudan. 2 Bde. (383) Wien 1893, A. Hartleben. –.75 ‒ Vater u. Tochter. Ein Bild a. Cayenne. Nach d. Franz. 8. (219) Trier 1895, Paulinus-Druckerei. –.75, geb. 1.–"
Liebeskind Dorothea Margarethe,100804195,female,"Liebeskind, Dorothea Margarethe, geb. Wedekind, geboren den 22. Februar 1765 in Göttingen, gestorben nach 1822.",.
Heiter Amalie,100844979,female,"Heiter, Amalie, s. Amalie Prinzessin von Sachsen.",.
Alexandra Amalia,101046588,female,"Alexandra, Amalia, Prinzessin von Bayern, geboren am 26. August 1826 in Aschaffenburg, gestorben den 8. Mai 1875 in München. Werke s. Band I. Unter diesen ist: »Verträumte Stunden« zu streichen.",.
Alexandra Amalie,101046588,female,"Bayern, Alexandra Amalie, Prinzessin von, geboren den 26. August 1826 zu Aschaffenburg, gestorben den 8. Mai 1875 in München.",‒ Feldblumen. Erzählg. 1856. ‒ Weihnachtsrosen. Erzählg. 1858.
Stosch-Reclam Marie Henriette,101077025,female,"Stosch-Reclam, Frau Marie Henriette, geboren 1739 zu Lino, gestorben 1799 in Berlin.",.
Perin von Gradenstein Josephine,101133928,female,"Perin von Gradenstein, Iosephine, geb. v. Vogelsang, geboren am 10. Februar 1779 in Brüssel, gestorben den 21. Mai 1856 in Wien.",.
Petzel Rosa,101140525,female,"*Petzel, Frl. Rosa, Malerin, Ps. Martin Claudius, Berlin SW., Yorkstrasse 85, Schwester der Vorigen, geboren am 21. April 1831. Der Vater unterrichtete seine 5 Kinder selbst und mit Vorliebe auch im Zeichnen, für das er ausserordentlich viel Talent besass, wodurch sich schon früh bei Rosa die Sehnsucht entwickelte, Malerin zu werden. Von der Mutter hatte sie das Talent zum Schriftstellern geerbt und erhielt von ihr die erste Anregung, sich darin zu versuchen. Gemeinschaftlich mit dieser verfasste sie das erste kleine Buch, welches 1850 bei Alexander Duncker in Berlin erschien. Darnach folgten mehrere kleine Büchlein mit Erzählungen für Kinder bei I. A. Wohlgemuth in Berlin unter dem Pseudonym Martin Claudius. Hierzu lieferten auch Beiträge die beiden Schwestern und Maria, so dass Martin Claudius lange Zeit für vier Schreiberinnen als Pseudonym diente. Als Thekla v. Gumpert Werke s. Martin Claudius.",.
Cuno Louise,101140576,female,"Cuno, Louise. Bewegte Tage. Bilder aus dem 16. Iahrh. 8. (351) Marburg 1880, Elwerts Verlag. n 3.60","‒ Conrad v. Marburg. Ein Sucher der Ketzer u. ein Mehrer des Christenglaubens. Bilder aus dem 13. Iahrh. 8. (318) Marburg 1877, Braun. n 3.– ‒ Das Gericht unter der Linde auf dem Leineberge zu Göttingen. Eine Geschichte aus dem 14. Iahrh. 8. (56) Hildesheim (1. Aufl. 1886), Gerstenberg. n 1.– ‒ Dasselbe. 2. Aufl. 1889, Marburg, Elwerts Verlag. n 1.– ‒ Der Weg zur Himmelsthür. Eine poetische Erzählg. f. Kinder. 2. Aufl. 16. (31) Marburg 1876, Braun. n –.25 ‒ Seufzer u. Iubel-Lieder auf der Pilgerreise. 8. (256) Marburg 1888, Elwerts Verlag. n 2.60; geb. n 3.60 ‒ Stiller Einfluss. Eine Erzählg. aus dem Arbeiterleben. 8. (33) Ebda. 1879. n –.30"
Cuno Luise,101140576,female,"Cuno, Frau Luise, geb. Wolf, geboren den 11. November 1835 in Barmen, Schwägerin der Schriftstellerin Emma Cuno (siehe diese), gestorben den 21. Ianuar 1887. Werke s. Band I.",.
Meyer Rahel,101141769,female,"Meyer, Rahel, geb. Weiss, Schriftstellername Rahel, geboren den 11. März 1806 in Danzig, gestorben den 8. Februar 1874 in Berlin. Werke s. Rahel.",.
Reinsberg-Düringsfeld Ida,101142072,female,"Reinsberg-Düringsfeld, Ida, s. Ida v. Düringsfeld.",.
Grönau Isidore,101145918,female,"Grönau, Isidore. Werke s. Wilhelmine v. Sydow.",.
Sydow Wilhelmine,101145918,female,"Sydow, Wilhelmine von, geb. v. Criegern, Ps. Isidore Grönau, geboren den 26. November 1789 zu Thumitz in der Oberlausitz. Die Kochkunst in der Stadt u. auf dem Lande. (320) Die Wirtschaftskunst. (280)","‒ Allgemeines Kochu. Wirtschaftsbuch. 2 Tle. 7. Aufl. 8. Sondershausen 1859, Lüben, Bolhoevener. 1.– ‒ Arwid. Der Mann von Welt u. feinen Sitten. 2. Aufl. 8. (251) Leipzig 1850, Kössling. 1.50 ‒ Der Krieg um Schleswig-Holstein. Epos. 16. (46) Erfurt 1864, Wriezen, Riemschneider. –.75 ‒ Die Belagerung v. Stralsund. Histor. Rom. 2 Tle. (in 1 Bde.) (399) Berlin 1861, Vogel & Co. 4.50 ‒ Die Marketenderin. 8. (169) Leipzig 1859, Pfefferkorn. 2.– ‒ Die Verirrten. Ein Rom. f. d. Gegenwart. 2 Tle. 12. (244) Sondershausen 1843, Eupel. 4.50 ‒ Iohann Adolph, der letzte Herzog v. Sachsen-Weissenfels. Histor. Rom. 3 Tle. 8. (770) Leipzig 1852, Wienbrack. 12.– ‒ Olivin. Nov. 8. (72) Erfurt 1880, Bartholomäus. –.50 ‒ Palme u. Lorbeer. Ein anglo-indianisches Zeitbild aus den zwanziger Iahren. 3 Bde. 16. (490) Leipzig 1858, Pfefferkorn. 6.–"
Zedelius Marie,101198566,female,"Zedelius, Marie, Ps. F. L. Reimar, geboren am 27. Februar 1826 in Ovelgönne, Oldenburg, gestorben den 4. April 1892 in Oldenburg. Werke s. F. L. Reimar.",.
Brandenfels Hanna,101216904,female,"Brandenfels, Hanna, s. Frau Eichmeyer.","‒ Ein Meteor. Rom. 8. (381) Berlin 1897, Bong & Co. n 3.50; geb. n 5.– ‒ Prinzessin ohne Land n. Krone. Rom. 1894. ‒ Rose Viktoria. Rom. 8. (311) Berlin 1897, Bong & Co. n 4.–; geb. bar n 5.50"
Osterloh Adele,101220944,female,"*Osterloh, Frau Adele, Dresden, Wienerstrasse 8, daselbst 1857 geboren, ist sie die Gattin des Arztes Dr. Osterloh. Ihre Romane und Novellen sind zuerst in Zeitschriften veröffentlicht worden und erschienen später in Buchform. Nur in Buchform erschien: »Das Ende«. Es behandelt ein die Frauenfrage berührendes Problem und ist in den Kreisen der Frauenbewegung viel besprochen worden. Mit dieser Frage befasst sich auch neuerdings eine Abhandlung über »Anna Maria von Schurmann«, die grosse Gelehrte aus dem 17. Iahrhundert, deren Dissertation über die Frage: Darf eine christliche Frau studieren? A. O. aus dem Lateinischen über setzt hat. Ihr Lustspiel »Der Zwischenmann« wurde aufgeführt.","‒ Das Ende. Erzählg. 8. (146) Dresden 1896, H. Minden. n 1.50; geb. nn 2.50 ‒ Der Andere. Lustspiel. 8. (42) Dresden 1888, Pierson. n 1.– ‒ Der blonde Adjutant. Keine Soldatengeschichten. 8. (303) Dresden 1883, H. Minden. 3.–; geb. nn 4.– ‒ Ich deklamiere. Soloscene. Leipzig, Ph. Reclam jr. –.20 ‒ Ich denke dran. Soloscene. Ebda. –.20 ‒ Oberlehrer Gesenius. Rom. 8. (320) Stuttgart 1896, Deutsche Verlags-Anstalt. n 4.–; geb. nn 5.– ‒ Unter Kameraden. 8. (385) Dresden 1893, H. Minden. 3.–; geb. nn 4.–"
Oberkamp Olga,101221657,female,"□Oberkamp, Frl. Olga, Ps. Oskar Berkamp, München-Bogenhausen, Karolinenstrasse 2, geboren am 7. Dezember 1849 in Bamberg, schreibt Novellen und Romane. Werke s. auch Oskar Berkamp.","‒ Heitere Liebesgeschichten. 16. (ca. 64) Leipzig 1890, Zehnpfennigbibliothek. –.10 ‒ Liebesleid. 16. (ca. 64) Ebda. –.10 ‒ Lustige Heiratsgeschichten. 16. (ca. 64) Ebda. –.10 ‒ Mammon. Rom. ‒ Nachtseiten der Ehe. Nov. ‒ Wogen der Sündflut. Nov. 2 Tle. 8. (384) Berlin 1888, Issleib. n 5.–"
Kulmann Elisabeth,101244371,female,"Kulmann, Elisabeth, geboren den (5.) 17. Iuli 1808 zu St. Petersburg, gestorben den (19. Nov.) 1. Dezember 1825 ebenda.","‒ Ausgewählte Dichtungen mit einer Einleitung von Franz Miltner. 8. (145) Heidelberg 1875, G Weiss. n 2.–; eleg. geb. 2.80 ‒ Sämtliche Dichtungen. Hrsg. v. Karl Friedrich v. Grossheinrich. Mit dem Leben, Bildnis u. Denkmal der Dichterin. 8. Aufl. 8. (725) Frankfurt a. M. 1857, Brönner. 10.50"
Karbe Anna,101263279,female,"Karbe, Anna, geboren am 4. Mai 1852 zu Granzow in der Uckermark, gestorben am 19. April 1875.","‒ Lieder. Mit e. Photogr. der Dichterin. 2. Aufl. 8. (206) (1881) 1886, Gotha, F. A. Perthes. n 3.–; geb. n 4.– ‒ Lieder einer früh Vollendeten. Mit Vorwort v. F. v. Bodelschwingh. 16. (96) Bielefeld 1895, Schriften-Niederlage der Anstalt Bethel. geb. n –.75"
