name,gnd,gender,biography,bibliography
Bender Hedwig,117585017,female,"*Bender, Frl. Hedwig, Eisenach, Kapellenstr. 8, geboren 22. Februar 1854 in Luxemburg, als Tochter eines preussischen Offiziers, verlebte nach dessen Versetzung den grössten Teil ihrer Kindheit in Glatz. In späteren Iahren absolvierte sie in Hannover das Lehrerinnenexamen, machte aber als einzige Tochter ihrer Eltern keinen praktischen Gebrauch von demselben. Gleichwohl trieb die ihr eigentümliche Arbeitsund Schaffensfreude sie zu weiterer Thätigkeit und sie fand, nach einer kurzen Beschäftigung mit der Blumenund Landschaftsmalerei, schliesslich ihre volle und wahre Befriedigung in der Philosophie. Angeregt durch Herder und Goethe verlegte sie sich auf das Studium von Spinoza, Kant, Schopenhauer u.a. Mit 30 Iahren trat sie mit ihrer ersten wissenschaftlichen Arbeit hervor, einer kleinen philosophischen Abhandlung über »Die Substanz als Ding an sich«, welche in der »Zeitschrift für Philosophie und philosophische Kritik« in Halle erschien. Ausser nachstehend aufgeführten Schriften sind noch verschiedene Aufsätze in »Westermanns Monatsheften«, »Nord und Süd«, »Die Frau« und anderen Zeitschriften erschienen, unter denen besonders der über","‒ Die Frauenbewegung in Deutschland. Ihr gegenwärtiger Stand u. ihre Bedeutg. 8. (92) Weimar 1891, Weimarer Verl.-Anst. (Vergriffen). M. 1.50 ‒ Frauenwünsche u. Frauenbestrebungen. Ein Beitrag zur Beurteilg. der Frauenfrage. 8. (55) Hamburg 1891, Verlagsanstalt u. Druckerei A. G. M. 1.40 ‒ George Eliot, (Biogr.). 8. (52) Ebda. 1893. 1.– ‒ Giordano Bruno, ein Märtyrer der Geistesfreiheit. Ein Lebensu. Charakterbild aus dem 16. Iahrh. Vortrag. 8. (38) Ebda. 1890. n –.80 ‒ Luise von François (Biogr.). 8. (36) Ebda. 1894. –.80 ‒ Märtyrer des freien Denkens aus alter und neuerer Zeit. 8. (40) Ebda. 1891. –.80 ‒ Philosophie, Metaphysik u. Einzelforschung. 8. (96) Leipzig 1897, Herm Haacke. n 1.80 ‒ Über das Wesen der Sittlichkeit u. den natürlichen Entwickelungsprozess des sittlichen Gedankens. Krit. Studie. 8. (127) Leipzig 1891. C. E. M. Pfeffer. (R. Stricker.) 2.50 ‒ Zur Lösung des metaphysischen Problems. 8. (176) Berlin 1886. E. S. Mittler & Sohn. M. 3.–"
Zeller Caecilie,117595845,female,"Zeller, Caecilie, geboren den 23. August 1800 in Halberstadt, gestorben den 24. März 1876 in Halle.",.
Müller Karoline,117597953,female,"Müller, Karoline. Neues vollständiges Kochbuch für die bürgerliche Küche. 27. Aufl. (Grosse Ausg.) 16. (96) Reutlingen 1876, Ensslin & Laiblin. –.80",‒ Dasselbe. Kleine Ausg. (64) –.20
Müller Clara,117598127,female,"*Müller, Clara, Kolberg. Geboren am 5. Februar 1861 als Tochter des Pastors Wilhelm Müller zu Lenzen bei Belgard in Pommern, genoss sie den Unterricht bis zu ihrem 12. Lebensjahre bei ihrem Vater. Als dieser starb, hat sie sich allein weitergeholfen und 1877 in Berlin das Handelsschulexamen gemacht. Körperlich leidend zu jener Zeit, vermochte sie den erwählten Beruf nicht auszufüllen, und lebte jahrelang im Hause ihrer Mutter in Belgard, wo sie sich durch Privatstunden unterhielt. 1884 nach Kolberg übergesiedelt, fand sie bald eine Anstellung in der Redaktion der Zeitung für Pommern, als deren Redakteurin sie gegenwärtig noch thätig ist. Mehrere Novellen sowie verschiedene Aufsätze, Essays und vor allem lyrische Gedichte sind in verschiedenen Zeitschriften erschienen. Sie ist Mitarbeiterin von »Neuland«, der »Deutschen Romanzeitung«, der Breslauer »Monatsblätter«, der »Monatsschrift für neue Litteratur und Kunst«, der »Gesellschaft« u.v.a.","‒ Die Frauenbewegung. Berlin, Ioh. Sassenbach. Ianuarheft von Neuland. 1897. –.50"
Müller Marie,117602159,female,"Müller, Marie, vorm. Lehrerin. Die 12 Monate. Sammlg. v. Erzählgn., Märchen, Gedichten u. Liedern. Method. Handbuch für Kindergärtnerinnen u. Unterhaltungsbuch für die Iugend. 3 Aufl. 8. (342) Düsseldorf 1892, F. Bagel. kart. n 3.–","‒ Kinderlied – Kinderspiel. Neue Spiele u. Lieder, nebst einer Sammlg. beliebter Spiele, Gedichte, Rätsel, Festspiele zu kleineren Aufführgn. u.s.w. und eine Zusammenstellg. von Freiu. Ordngs.-Übgn. 2. Aufl. 8. (212) Frankfurt a. M. 1894, Iaegers Verlag. kart. 2.40 ‒ Kinderlieder für Schule u. Haus, in Basler Mundart. 2. Aufl. 8. (96 m. Illustr.) Basel 1886, Spittler. n –.80; kart n 1.20; geb. n 1.60 ‒ Kurze Anleitung zum Verständnis und Gebrauch der Fröbel-Methode in Ausübung und Beschäftigungen. 8. (31) Basel 1884, Riehm. –.60"
Müller Pauline,117608165,female,"Müller, Pauline. Neues Kochbuch f. Haushaltgn. aller Stände. 6. Aufl. 32. (288) Reutlingen 1895, Fleischhauer & Spohn. kart. –.75",.
Müller Sophie,117611417,female,"Müller, Sophie, geboren den 19. Ianuar 1803 zu Mannheim, gestorben den 20. Iuni 1830 zu Hietzing bei Wien.","‒ Allg. deutsches Kochbuch. 4. Aufl. 16. (32) Harburg 1858. (Altona, Verlagsbureau.) n –20 ‒ Haushaltungsbuch f. alle Tage des Iahres. (A. u. d. T.: Tägliche Ausgaben f. d. Haushaltg.) 4. (52) Ravensburg 1894, O. Maier. n –.60"
Ichenhaeuser Eliza,117614580,female,"*Ichenhaeuser, Frau Eliza, Ps. E. Rosevalle, Berlin NW., Altonaerstrasse 36, am 12. Mai 1869 zu Iassy in Rumänien geboren, widmete sich schon als junges Mädchen ernsten wissenschaftlichen Studien. Nachdem sie im Ianuar 1890 den bekannten Nationalökonom Dr. Iustus Ichenhaeuser geheiratet und ihren Wohnsitz in Berlin aufgeschlagen hatte, befasste sie sich, von ihrem Gatten angeregt, hauptsächlich mit nationalökonomischen und sozialpolitischen Studien.","‒ Der gegenwärtige Stand der Frauenfrage in allen Kulturstaaten. Vergleich. Studie. 8. (57) Leipzig 1894, Rossberg. n 1.20 ‒ Die Ausnahmestellg. Deutschlands in Sachen des Frauenstudiums. 8. (47) Berlin 1897, H. Walter. n –.80 ‒ Die politische Gleichberechtigung der Frau. Berlin 1897, Carl Duncker. 1.50 ‒ Erwerbsmöglichkeiten für Frauen. Prakt. Ratgeber f. erwerbsuch. Frauen in allen Angelegenheiten der Vorbildg., der Anstellg. u. der sozialen Selbständigkeit. Nebst Nachweis v. Wohlfahrtseinrichtgn. 2. Aufl. 8. (199) Berlin 1897, F. Ebhard & Co. n 2.60; geb. bar n 3.50 ‒ Zur Frauenfrage. 8. (115) Zittau 1896, Pahls Verlag. n 1.20"
Thalheim Louise,117624233,female,"*Thalheim, Frl. Louise, Oels, Schles., Herrenstrasse 8, wurde am 1. Mai 1817 in Oels bei Breslau als die Tochter des Iustizrats","‒ Aus der Iugendzeit. Zwei Erzählgn. 16. (245 m. 2 L.) Breslau 1874, Trewendt. geb. 4.50 ‒ Büchlein Bimbam 4. (20 kolor. Steintaf. m. Text) Berlin 1885, Plahn, geb. 2.50 ‒ Das Büchlein Dideldumdei. 4. (19 L.) Ebda. 1869. 2.50 ‒ Das Büchlein Kunterbunt. 4. (20 kolor. Steintaf. m. Text) Ebda. 1883. geb. 2.50 ‒ Das Büchlein Stillvergnügt. 2. Aufl. 4. (24 kolor. Steintaf. m. eingedr. Texte) Ebda. 1881 geb. 4.50 ‒ Der Kindermund. 4. (20 kolor. Steintaf. m. Text) Ebda. 1863. 2.50 ‒ Deutschland, Deutschland über alles. 8. (184) Leipzig 1875, Hirt & Sohn. 3.– ‒ Erinnerungen eines Kaninchens. Aus dem Französ. 8. (188) Ebda. 1874. 3.– ‒ Liederborn. 4. (23 kolor. Steintaf. m. Text) Breslau 1860, E. Trewendt. 3.– ‒ Maientage des Lebens. 3 Erzählgn. 8. (151 m. 4 Chromol.) Ebda. 1871. geb. 3.– ‒ Tageszeiten. 3 Nov. 8. (223) Leipzig 1874, Hirt & Sohn. 2.25; geb. 3.60 ‒ Wischewasche – Plaudertasche. Bilderbuch f. artige Kinder. 4. (18 Bl.) Breslau 1859, Trewendt. 3.–"
Lehmann-Filhès Margarete,117625884,female,"Lehmann-Filhès, Frl. Margarete, Berlin, Wichmannstrasse 11a, geboren am 1. September 1852 in Berlin.","‒ Isländische Volkssagen aus der Sammlg. v. I. Árnason ausgewählt u.a. d. Isländ. übersetzt. Neue Folge. 8. (296) Berlin 1891, Mayer & Müller. 4.–; geb. 5.– 1. u. 2. Bd. aus. 7.60 ‒ Proben isländischer Lyrik, verdeutscht. 8. (54) Ebda. 1894. 1.20"
