name,gnd,gender,biography,bibliography
Carmen Sylva,118638904,female,"Carmen, Sylva. Ullranda u. andere dramatische Dichtungen. Neue billige Ausgabe Bonn 1897, Emil Strauss. 1.50 S. auch Band I.",.
Carmen Sylva ,118638904,female,"Carmen Sylva. Biographie s. Elisabeth, Königin von Rumänien.","‒ Aus zwei Welten. Rom. 8. (360) Leipzig 1884, Bonn, Strauss n 6.–; geb. n 7.20 ‒ Deficit. Rom. 8. (541) Ebda. 1890. n 6.–; geb. n 7.– ‒ Die Hexe. Zn der Statue von C. Cauer. 8. (72) Berlin 1882, A. Duncker. n 2.–; geb. n 3.– ‒ Die Sphinx. Gedichtet, geschrieben u. gemalt v. S. C. Musik v. Brungert. (Prachtausg.) 4. (15 m. farb. Illustr.) Berlin 1890, F. Luckhardt. n 5.–"
Carmen Sylva ,118638904,female,"Carmen Sylva. Durch d. Iahrhunderte. Aus Carmen Sylvas Königreich. 2. Aufl. (360) Bonn 1888, Strauss. n 5.–; geb. n 6.– Dito und Idem. 1. Balladen u. Romanzen. (132) n 3.–; geb. n 4.– 2. Höhen u. Tiefen. (149) n 3.–; geb. n 4.– 3. Mutter u. Kind. (57) n 2.–; geb. n 3.– 4. Weltweisheit. (70) n 2.–; geb. n 3.– 2. Aufl. (405) Bonn 1883, E. Strauss Verlag. 5.–; geb. n 6.– 3. Aufl. 8. (340) Ebda. 1889. n 5.–; geb. n 6.– s. auch","‒ Ein Gebet. 2. Aufl. 8. (80) Berlin 1883, A. Duncker. n 2.–; geb. n 3.– ‒ Dasselbe 3. Aufl. 1887. Ebda. 4. Aufl. 1897 n 2.–; geb. n 3.– ‒ Es klopft. 4. Aufl. 8. (117) Regensburg 1890, Wunderling. n 3.–; geb. m. Goldschn. nn 4.– ‒ Frauenmut. 6 Theaterstücke. 8. (292) Bonn 1890, Strauss Verlag. n 6.–; geb. n 7.– ‒ Hammerstein. (Als Msk. gedr.) 8. (104) Leipzig, Bukarest, Sotschek & Co. bar n 2.– ‒ Handwerkerlieder. 12. (144) Bonn 1891, E. Strauss Verlag. n 3.–; geb. in Leinw. m. Goldschn. n 4.– ‒ Handzeichngn. 8. (274) Berlin 1884, A. Duncker. n 5.–; geb. n 6.– ‒ Heimat. Gedichte. 12. (83) Bonn 1891, E. Strauss Verlag. n 2 –; geb. in Leinw. m. Goldschn. n 3.– ‒ Iehova. 2. Aufl. 8. (77) Leipzig 1883, Bonn, Strauss. n 2.50; geb. n 4.–, in Ldr. n 5.– ‒ Islandfischer. Von P. Loti. Übers. v. S. C. 4. Aufl. 8. (333) Ebda. 1895. n 5.–; geb. in Leinw. n 6.– ‒ Leidens Erdengang. Ein Märchenkreis. 4. Aufl. 12. (163) (1882) 1890. Berlin, A. Duncker. n 4.–; geb. in Leinw. nn 5.– ‒ Dasselbe. Illustr. v. E. M. Elias. Neue Ausg. 4. (73) Ebda. 1892. geb. in Leinw. m. Goldschn. 7.50 ‒ Lieder a. d. Dimbovitzathal . Aus dem Volksmunde gesammelt von H. Vacaresco, deutsch Ton S. C. 8. (414) Bonn 1889, Strauss Verlag. n 6.–; geb. in Leinw. m. Goldschn. n 7.50; in Pergament n 10.– ‒ Meerlieder. 12. (121) Ebda. 1891. n 2.–; geb. in Leinw. m. Goldschn. n 3.– ‒ Mein Rhein! Dichtgn. Illustr. v. E. Doepler d. I. Nebst 20 photograph. Rheinausichten. 4. Aufl. 4. (64 m. Randeinfassgn.) Leipzig 1891, A. Titze. geb. m. Goldschn. n 10.– ‒ Meine Ruh'. 8. (447) Berlin 1884. A. Duncker. n 7.50; geb. n 10.– ‒ Dasselbe. 2. Aufl. 4 Bdchn. 8. Ebda. 1885. n 10.–; geb. n 14.– ‒ Meister Manole. Trauersp. 8. (110) Bonn 1892, E. Strauss Verlag. n. 2.–; geb. n 3.– ‒ Pelesch. Im Dienst. Ein sehr langes Märchen für den Prinzen Heinrich XXXII. von Reuss. 12. (103 in Blaudr. m. farb. Grund.) Ebda. 1888. geb. m. G. n 3.– ‒ Pelesch-Märchen. A. u. d. T.: Aus Carmen Sylvas Königreich. 2. Aufl. 8. (224 m. 3 Illustr.) Ebda. 1883. n 5.–; Einbd. nn 1.– ‒ Dasselbe. 3. Aufl. (295) Ebda. 1886. n 5.–; geb. n 6.– ‒ Rumänische Dichtungen. Herausg. v. M. Kremnitz. 12. (24) Leipzig 1881, Friedrich. n 4.–; geb. n 5.– ‒ Sappho. (Als Msk. gedr.) 8. (73) Leipzig, Bukarest, Sotschek & Co. bar n 1.60 ‒ Stürme. 3. Aufl. (1. Aufl. 1881) 8. (195) Bonn 1889, Strauss. n 5.–; geb. n 6.– ‒ Vom Amboss. 2. Aufl. 12. (122) Ebda. 1890. n 3.–; geb. m. G. n 4.–"
Sylva Carmen,118638904,female,"Sylva, Carmen, Biographie und Werke s. Elisabeth, Königin von Rumänien.",.
Hild Therese,118642731,female,"Hild, Therese. Wiesenblumen. Erzählgn. Gedichte u. Märchen. 8. (119 m. 3 Bildern in Tondr.) Stuttgart 1871, Schober. kart. 1.80",.
Aston Franziska Luise,118650769,female,"Aston, Luise Franziska, geb. Hoche (Name zweiter Ehe: Meyer), geboren 27. November 1818 zu Gröningen bei Halberstadt, gestorben am 22. Dezember 1871 zu Wangen im Allgäu. Werke s. auch Band I.",‒ Aus dem Leben einer Frau. 1847. ‒ Tagebuch eines Freiwilligen des von Tannschen Corps. 1848.
Aston Louise,118650769,female,"Aston, Louise. Freischärler-Reminiscenzen. 12 Gedichte. 16. (28) Leipzig 1849, Weller. –.75","‒ Lydia. Rom. 8. (288) Magdeburg 1848, Baensch. 4.50 ‒ Meine Emanzipation. Verweisung und Rechtfertigung. 12. (38) Brüssel 1846, Vogler. n 1.– ‒ Revolution und Contrerevolution. Rom. 2 Bde. 8. (506) Mannheim 1849, Grohe. 9.– ‒ Wilde Rosen. 12 Gedichte. 8. (40) Berlin 1846, Möser & Kühn. n 1.–"
Augspurg Anita,118651072,female,"Augspurg, Anita, Dr. jur., München, Kaulbachstr. 51 a. Lina Morgenstern schreibt in der »Deutschen Hausfrauen-Zeitung«: Anita Augspurg stammt aus Verden, einer kleinen Stadt der Provinz Hannover, mütterlicherseits aus der bekannten, fast nur aus Ärzten bestehenden Familie Langenbeck, väterlicherseits aus der fast nur aus Iuristen bestehenden Familie Augspurg. Als nachgeboren, wurde sie fast wie ein einziges Kind betrachtet, das sich viel selbst überlassen blieb. Mit einer reichen Phantasie begabt, beschäftigte sie sich lieber allein mit selbstgeschaffenen Gebilden, als mit Spielund Altersgenossen. Früh entwickelte sich ihre Liebe zur Natur und den Tieren. Sie streifte gern in Haide und Feld umher, wie sie überhaupt ihren Körper durch Kraftübungen zu stärken suchte. Ihrer glücklichen Kindheit folgte jedoch eine Iugendzeit, in der sie sich unglücklich in engherzigen Formen und philiströsem Elend der kleinen Stadt fühlte. So viel es anging, zog sie sich von dem unerquicklichen Gesellschaftstreiben zurück und suchte ihre Zerstreuung und Erhebung in Studien der Litteratur und Kunst. Ihr Vater, der Rechtsanwalt war, beschäftigte sie auch mit Arbeiten in seiner Kanzlei. Bei den damaligen Vorurteilen, namentlich der Kleinstädter, war es selbstverständlich, dass sie bald als überspannt erklärt wurde, aber je weniger sie Verständnis in ihrer Umgebung fand, desto mehr erwachte der Drang nach Selbständigkeit und künstlerischer Lebensgestaltung. Im Anfang glaubte sie, bei ihrer grossen Vorliebe zur Malerei, dass sie diesen Beruf erwählen würde, aber bald war es die Schauspielkunst, für die sie sich entschied. Schwer erkämpfte sie von den Eltern, dass sie sie vom Hause fortliessen, und es musste der Verwandtschaft verheimlicht werden, dass sie nach Berlin zog, um sich von Frau Frieb-Blumauer zur Künstlerin ausbilden zu lassen. Nach einigen Iahren sah sie sich am Ziel ihrer Wünsche und war auf den Bühnen in Meiningen, Riga, Altenburg und Amsterdam thätig. Allein es blieben ihr innere Konflikte nicht erspart. Sie vermochte nicht, sich in dem Schablonismus und dem Treiben am Theater wohl zu fühlen und sagte demselben Valet, um sich ihre Selbständigkeit in einem geschäftlichen Berufe","‒ Anleitung zur Blumenmalerei in Öl, Aquarell, und Deckfarben. 8. (29) Dresden 1890, Leipzig, Levien. n 1.– ‒ Die ethische Seite der Frauenfrage. 12. (35) Minden 1893, W. Köhler. n –.60 ‒ Gesegnete Mahlzeit, Kochanleitung. 8. (40) Dresden 1892, Volksbücher-Verlag M. Fischer. bar –.80 ‒ Pflege deine Blumen. 8. (32) Ebda. 1892, bar –.20 ‒ Untersuchungen über Praxis und Entstehung der Volksvertretung in England. Inauguraldissertation. München 1897. ‒ Wie kleide ich mich? Prakt. Anleitung zur gesundheitsgemässen und geschmackvollen Kleidg. f. Iedermann. 8. (32) Dresden 1893. Volksbücher-Verlag M. Fischer. –.30"
Averdieck Elise,118651234,female,"Averdieck, Elise, s. Elise Kühner. Band I.",.
Kühner Elise,118651234,female,"Kühner, Elise, Hamburg (Neue Adresse: Elise-Averdieckstrasse 5 III). S. auch Band I.",.
