name,gnd,gender,biography,bibliography
Roth Elise,126918341,female,"Roth, Elise. Backfischchens erste Küchenkunst od. die kleine Gelegenheitsköchin. 12. (131 m. Titelbild) Stuttgart 1895, Schwabacher. geb. n 1.80",‒ Der Töchterschule entwachsen. Wie bildet sich die Tochter des Hauses nach dem Austritt aus der Schule f. Haus u. Leben weiter? 8. (266) Ebda. 1897. geb. n 4.– ‒ Was soll ich meiner Freundin ins Album schreiben? 12. (91) Ebda. 1893. geb. 1.80
Vortmann Thusnelde,126964750,female,"Vortmann, Frau Thusnelde, pr. Adr. Frau Dyrenfurth, Graz; in Triest geboren und in der Nähe dieser Stadt auf dem Landgute ihres Vaters erzogen. Sie verheiratete sich in jungen Iahren nach Lemberg in Galizien, kam später nach Wien, dann nach Moskau, wo sie von einer Lungenkrankheit befallen wurde, die sie erst nach jahrelangem Aufenthalt im Süden überwand.","‒ Bergkristalle. Gedichte. 1890. ‒ Die Reform der Ehe. 8. (71) Zürich 1894, Verlags Magazin. 1.– ‒ Lyrisch-satirische Nadelstiche einer verspäteten Iungfrau. 1891."
Mosche Antonie,126968004,female,"Mosche, Antonie. Die weiblichen Handarbeiten in der Volksschule. 2. Aufl. 8. (31 m. H.) (1884) 1890, Hannover, Meyer. n –.50",.
Seleskowitz Louise,127041370,female,"Seleskowitz, Louise. Die Schnellküche. Kochbüchl. f. schnelle Zubereitg. schmackhafter Speisen, ob auf d. Iagd, auf Reisen od. am häusl. Herde. 8. (80) Wien 1889, Künast. 1.20","‒ Wiener Kochbuch. 9. Aufl. 8. (518 m. 21 Taf.) Wien 1896, I. Lienhart. 4.25; geb. 5.10"
Hamkens Emilie,127140964,female,"Hamkens, Frau Emilie, Engelsruh bei Husum, Schleswig-Holstein, wurde in Wesel als die Tochter des Kaufmanns Heinrich Kirsch geboren. Die Familie siedelte bald darauf nach Hamburg über. 1870 heiratete Emilie den Landwirt Wilhelm Hamkens. Frau H. hat sich durch Novellen und Feuilletons in grösseren Zeitungen bekannt gemacht.",.
Lechler Cornelie,127161120,female,"*Lechler, Frl. Cornelie, Ludwigsburg, Schillerstrasse 4, ist am 20. April 1857 in Winnenden in Württemberg geboren. 1. Der gute Hirte. 2. Auf sicherem Pfade. 3. Durch Freud' und Leid. 4. Himmlische Fussspuren. Auch als Leporello-Album zu gleichem Preise.","‒ Allerlei aus der Tierwelt. 1. (16 farb. Bilder auf Pappe) Mit Verschen v. C. L. Leporello-Album. Stuttgart 1894, F. Loewe. n 5.– ‒ Allerlei Lust u. Leid. Reime. 12. (20 m. Illustr.) München 1889, Stroefer. geb. n –.85 ‒ Allerlei Neues. Bilderbuch m. lust. Reimen. 4. (28 m. z. Tl. farb. Bild.) Nürnberg 1895, Th. Stroefer. kart. 3.– ‒ Am Meeresstrande. Ein Aufstellbilderbuch m. lust. Versen. 4. (6 farb. Taf. m. 8 illustr. Text) Esslingen 1896, F. I. Schreiber. kart. n 1.50 ‒ Am Quell des Lebens. Bibeltexte u. geistl. Lieder. 4. (12 m. z. Tl. farb. Bild.) Nürnberg 1894, Th. Stroefer. kart. n –.75 ‒ Auf dem Lande. Ein Aufstellbilderbuch m. lust. Versen. 4. (6 farb. Taf. m. 8 illustr. Text) Esslingen 1896, I. F. Schreiber. kart. n 1.50 ‒ Auf Engels Flügeln. Fünfzehn reizende Engelsköpfchen auf seidene Bändchen gereiht. Für Gratulationszwecke bestimmt. Nürnberg, Th. Stroefer. –.75 ‒ Auf Gottes Wegen. Schriftworte f. jeden Tag im Monat. 4 Bdchn. 16. (à 12 m. farb. Illustr.) München 1889, Stroefer. In Leinw.-Etui n 1.60; einzeln à n –.35 ‒ Auf seligen Wegen. Bibl. Texte u. geistl. Lieder f. jeden Tag des Monats. 8. (16 z. Tl. farb. S. m. eingedr. Text) Nürnberg 1894, Th. Stroefer kart. m. Goldschn. n 2.50 ‒ Aus der frohen Kinderzeit. Lustige Verschen. 4. (10 m. vielen Illustr.) Esslingen 1896, I. F. Schreiber. kart. n 1.50 ‒ Aus Haus und Hof. 4. (14 z. Tl. farb. Taf. auf Pappe. Nürnberg 1893, Th. Stroefer. kart. n 2.80 ‒ Aus Luft und Duft. Gedichte. (Ausgestanzter Schmetterling.) (12 m. farb. Illustr.) München 1889, Stroefer. n –.60 ‒ Aus Vögleins Nest. 4. (14 m. z. Tl. farb. Bildern. Nürnberg 1896, Th. Stroefer. –.75 ‒ Aus Wies' u. Feld, aus Wald u. Au'. Gedichte. 4 Bdchn. 12. (à 16 m. Illustr.) München 1888, Th. Stroefer. kart. m. Goldschn. à n –.70: in 1 Etui n 3.– ‒ Bilderlust. Bilderbuch, unzerreissbar. Stuttgart 1897, Wilh. Effenberger. ‒ Blick' auf zu Gott. Bibelworte u. Poesieen. Geschmückt mit farbigen Blumen in geprägter u. gestanzter Decke. Nürnberg, Th. Stroefer. –.50 ‒ Dasselbe Bändchen mit einem Segenswunsche zur Konfirmation. Ebda. –.50 ‒ Bunte Welt für kleine Leute. Erzählgn. u. Verse. 4. (36 m. z. Tl. farb. Abbildgn.) Ebda. 1893 kart. n 3.– ‒ Christliches Vergissmeinnicht. Sprüche u. Poesieen. 16. (367 m. 2. Tl. farb. Abbildgn.) Ebda. 1893. geb. m. Goldschn n 3.– ‒ Das Vogel-ABC. Wie's Vöglein lebt u. webt. 4. (27 m. z. Tl. farb. Bild.) Ebda. 1895. kart. 2.– ‒ Dein Wille geschehe. Ausw. v. Bibelsprüchen f. jeden Tag d. Monats m. Bildern u. Liedern. 4. (16 m. Illustr.) München 1889, Th. Stroefer. n 2.50 ‒ Die Himmel erzählen die Ehre Gottes. Auswahl v. Bibelsprüchen f. jeden Tag d. Monats m. Bildern u. Liedern. 4. (32 m. Illustr.) Ebda. 1888. geb. m. Goldschn. n 6.– ‒ Durch Flur u. Hain. 4. (14 m. z. Tl. farb. Bildern) Nürnberg 1894, Th. Stroefer. n –.75 ‒ Ein Guck ins Häuschen für unser Mäuschen. 4. (15 Bl. auf Pappe m. z. Tl. farb. Bildern) Ebda. 1895. 2.80"
Lechler Cornelie,127161120,female,"Lechler, Cornelie. Ein lieblich Los. Bibeltexte u. Poesieen. 12. (8 m. 2 farb. Bildern) Ebda. 1896. –.50 Auch mit Konfirmationswidmung zu gleichem Preise. 1. An sicherer Hand. 2. Worte des Friedens. 3. Licht im Dunkeln. 4. Seid fröhlich in Hoffnung. 1. Bei Ihm ist Ruh. 2. Der Herr kennt die Seinen. 3. Sein Weg ist Licht. 4. Gott ist mein Hort.","‒ Ein treuer Hausfreund. Ausgestanzt. 4. (15 m. z. Tl. farb. Bildern) Ebda. 1895. –.40 ‒ Er ist Dein Licht. Schriftworte u. Poesieen. 4. (8 m. 2 farb. Bildern) München, Nürnberg 1895, Th. Stroefer. Mit Goldschn. –.75; m. Dedikation f. Konfirmanden –.75 ‒ Ewige Blumen. Bibeltexte. 32. (32 m. farb. Bildern) Nürnberg 1894, Th. Stroefer. kart. n –.75 ‒ Feierstündchen. Erzählgn. u. Reime. 4. (32 m. Illustr.) München 1889, Stroefer. geb. n 1.– ‒ Freudensterne. Nürnberg, Th. Stroefer. –.75 ‒ Fröhliche Kinderwelt. 12. (12 m. Illustr.) Stuttgart 1894, F. Loewe. Auf Pappe, kart. n 2.– ‒ Für kleines Volk. Leporello-Album. 12. (10 m. 12 Buntbildern) Ebda. 1894. Auf Pappe n 2.– ‒ Gedenke mein, je länger je lieber! Reime. (6 Bl. m. Illustr. in Form e. Stiefmütterchen-Blüte) München 1889, Stroefer. n –.40 ‒ Glaube, Liebe, Hoffnung, in Spruch u. Lied. Ausgew. Texte. 3 Tle. 16. (à 120 m. Farbu. Tondr.-Bildern) München, Nürnberg 1892, Th. Stroefer. geb. m. Goldschn. n 2.50; in Etuis n 2.80; jeder Teil einzeln n –.85 ‒ Glückliche Leute. Reime. 12. (20 m. Illustr.) München 1889, Stroefer. geb. in Kästchen n –.85 ‒ Glückliche Stunden. Bilderbuch m. Versen. 4. (4 farb. Taf. m. Klappbildern, eingedr. u. 19 illustr. Text) Nürnberg 1894, Th. Stroefer. kart. n 3.– ‒ Goldene Blätter. Bibeltexte u. geistl. Lieder. 12. (32 m. z. Tl. farb. Bildern) Ebda. 1895. kart. 1.50 ‒ Goldene Reime für die Kinderstube. 4. Aufl. 4. (24 m. 11 H. u. 12 Farbendr.) Stuttgart 1895, F. Loewe. geb. 3.–; als Leinw.-Bilderb. m. eingedr. Text, lackiert 4.– ‒ Dasselbe. Unzerreissbare Ausg. 4. (12 Färbdr. m. Text, auf Pappe) Stuttgart 1891, F. Loewe. kart. 8.– ‒ Gott ist mein Licht. Biblische Texte m. Gedichten. 16. (12 m. farb. Abbildgn.) München, Nürnberg 1892, Th. Stroefer. bar n –.75 ‒ Gott schütze Dich. Bibeltexte u. geistl. Lieder. 4. (12 m. z. Tl. farb. Bildern) Nürnberg 1894, Th. Stroefer. kart. n –.75 ‒ Gott sei mit Dir! Bibeltexte, f. jeden Sonntag ausgewählt. 24. (32 m. farb. Bildern) München, Nürnberg 1891, Th. Stroefer. kart. n –.75 ‒ Grossmütterlein. Ein Bilderbuch f. kleine Leute m. Erzählgn. u. Versen. 4. (44 m. z. Tl. farb. Illustr.) Nürnberg 1892, Th. Stroefer. kart. n 3.– ‒ Gruss aus der Heimat. Gedichte. 16. (12 m. farb. Illustr.) München 1889, Stroefer. In Leinw. Etui n 3.–; einzeln à n –.70 ‒ Himmlische Lichtblicke. Bibeltexte, ausgewählt v. C. L. 32. (30 m. farb. Illustr.) München, Nürnberg 1892, Th. Stroefer. kart. n –.75 ‒ Im alten u. im neuen Bunde. 4. (13 m. z. Tl. farb. Illustr) Ebda. n –.75 ‒ Im Kindergarten. Erzählgn. u. Reime. 4. (66 m. z. Tl. farb. Bildern) Nürnberg 1895, Th. Stroefer. geb. 6.– ‒ Im Lichte der Ewigkeit. Bibl. Texte. 4 Hefte. 16. (à 14 m. farb. Abbildgn.) München 1890, Stroefer. à n –.40; kompl. in Etui n 1.85 ‒ Im Lichte der Liebe. Texte, ausgewählt v. C. L. 4. (12 m. z. Tl. farb. Abbildgn.) Nürnberg 1894, Th. Stroefer. kart. n 1.50 ‒ Immer froh, tagaus, tagein. Ein Panorama-Bilderbuch m. Versen. 4. (20 m. z. Tl. farb. Abbildgn. u. 3 ausgestanzten farb. Bildern) Ebda. 1896. kart. 2.– ‒ Im Regen u. Sonnenschein. Erzählgn. u. Verse. 4. (56 m. z. Tl. farb. Abbildgn.) Ebda. 1893. kart. n 3.– ‒ Im Sonnenstrahl über Berg u. Thal. 4. (15 Bl. auf Pappe m. z. Tl. farb. Bildern) Ebda. 1895. kart. 2.80 ‒ In Ihm ist Ruh! Schriftworte u. Poesieen. 16. (12 m. farb. Abbildgn.) München, Nürnberg 1892, Th. Stroefer. n –.75 ‒ In Pelz u. Flaum. Prachtgestalten aus dem Tierreiche. In 2 Ausg. 4. (à 12 farb. m. 2 S. illustr. Text auf Pappe) Nürnberg 1896, Th. Stroefer. kart. à 3.– ‒ In Seinem Schutz. Bibeltexte. 4 Hefte. 32. (à 8 m. farb. Bildern) Ebda. 1894. à –.40; in Etui n 1.80"
Lechler Cornelie,127161120,female,"Lechler, Cornelie. In seligem Geleite. Bibl. Texte f. jeden Tag im Monat. 4 Hefte 12. (à 10 m. farb. Abbildgn.) München 1890, Stroefer. geb. m. Goldschn. à n –.75: kplt. in Etni n 3.50 1. In Gottes Hut. 2. Stille zu Gott. 3. Fröhlich in Gott. 4. Nach Gottes Rat. F. Flinzer u. B. Hörtkorn. Lustige Tiergeschichten f. kleine Tierfreunde. 4. (24 m 6 Farbdr.) Stuttgart 1895, F. Loewe. geb. 1.80 1. Oster-Hoffnung. 2. Oster-Freude. 3. Oster-Segen.","‒ Kleine Erzählungen f. Mädchen. 2. Aufl. 4. (64 m. 5 Farbdr.-Bildern.) Stuttgart 1896, F. Loewe. geb. n 2.– ‒ Kleine Plaudereien. Erzählgn., Fabeln, Rätsel u. Gedichte. Als Festgabe f. unsere Kleinen gesammelt. 12. (94 m. 16 Buntu. 16 Textbildern.) Ebda. 1893. kart. 1.20 ‒ Kunterbunt. Ein Schatzkästlein zum Zeitvertreib f. unsere Kleinen. 2 Tle. 3. Aufl. 4. (135 m. Illustr.) Ebda. 1897. kart. à 2.25; in 1 Bd. geb. 4.50 ‒ Langöhrchens grosse Reise. Eine lust. Geschichte f. kl. Hasenfreunde. 4. (8 m. 6 Farbdr) Ebda. 1894. kart. n 1.– ‒ Lasset die Kindlein zu mir kommen! 4. (18 m. 7 farb. Abbildgn.) München 1890, Th. Stroefer. n 1.50 ‒ Licht von oben. Bibl. Texte u. geistl. Lieder f. jed. Tag d. Monats. 4. (16 z. Tl. farb. B. m. Text.) Nürnberg 1894, Th. Stroefer. kart. m. Goldschn. n 2.50 ‒ Lieblinge der Kinderwelt. Fol. (7 Farbendr.-Taf. m. 7 S. illustr. Text auf Pappe.) Stuttgart 1894, F. Loewe. kart. 3.60 ‒ Lieblings Kurzweil. Ausgestanzt. 4. (12 farb. S. m. eingedr. n. 2 S. illustr. Text.) Nürnberg 1894, Th. Stroefer. n 1.50 ‒ Lobet den Herrn. Eine Konfirmations-Gabe. Mit farb. Illustr. 1.50 ‒ Dasselbe. Ohne Konfirmations-Dedikation als Damen-Geschenk geeignet. 1.50 ‒ Lustige Tiergeschichten, in Versen erzählt. 4. (12 m. Illustr.) Esslingen 1896, I. F. Schreiber. kart. n 1.50 ‒ Lustiges Völkchen. Bilderbuch m. Versen u. heiteren Erzählgn. 4. (64 m. z. Tl. farb. Bildern.) Nürnberg 1895, Th. Stroefer. kart. 4.50 ‒ Lust u. Leid der Iugendzeit. Ein Bilderbuch. 4. (76 m. z. Tl. farb. Bildern) Ebda. 1894. kart. n 3.– ‒ Meinem Herzblättchen. Ein neues Buch z. Unterhaltg. f. unsere Kleinen. 2. Aufl. 2 Tle. in 1 Bd. 4. à 36 m. Textbildern u. Farbendr.) Stuttgart 1894, F. Loewe. kart. 2.50 ‒ Dasselbe. Ieder Teil allein. kart. à 1.30 ‒ Dasselbe. Pracht-Ausgabe m. 8 Farbendr. geb. m. Goldsohn. 4.– ‒ Mizi. Ausgestanzte Katze. (9 m. farb. Illustr.) München 1889, Stroefer. n –.65 ‒ Muntere Gesellschaft. 4. (14 m. z. Tl. farb. Abbildgn. a. Pappe.) Nürnberg 1893, Th. Stroefer. kart. n 2.25 ‒ Noahs Arche. Mit Reimen. 4. (27 m. z. Tl. farbigen Bildern.) Ebda. 1895. kart. 2.– ‒ Oster-Blüten. Texte ausgew. 3 Bdchen. 16. (à 5 Bl. m. Illustr) München 1889, Th. Stroefer. In Mappe n 1.50 ‒ Osterhase. Ausgestanzt. Fol. (14 m. z. Tl. farbigen Bildern.) Nürnberg 1896, Th. Stroefer. kart. 1.– ‒ Rotkehlchens Liedergruss. Ausgestanzt. (9 m. farbigen Illustr.) München 1889, Stroefer. n –.65 ‒ Schneeflocken. Reime. 12. (20 m. Illustr.) Ebda. 1889. geb. n –.85 ‒ Sein Wort bleibt ewig. Bibeltexte f. jeden Tag des Iahres. 64. (144 m. farb. Abbildgn) Nürnberg 1893, Th. Stroefer. geb. m. Goldschn. n 1.20 ‒ Sein Wort ist Leben. Bibeltexte u. geistl. Lieder. 4. (12 m. z. Tl. farb. Bildern.) Ebda. 1894. kart. n –.75 ‒ Singet dem Herrn. Schriftworte u. Dichterstimmen, ausgew. 4. (16 m. farbigen Illustr.) München 1889, Th. Stroefer. n 2.50 ‒ Tagebuch fürs christliche Haus. Sprüche u. Poesieen. 12. (255 m. 12 Chromol. u. 11 Tondr.-Bildern.) München, Nürnberg 1892, Th. Stroefer. geb. m. Goldschn. n 4.– ‒ Tiere aus allen Zonen. 4. (12 Farbendr.-Taf. m. eingedr. Text auf Pappe.) Stuttgart 1894, F. Loewe. kart. 4.– ‒ Tiere aus Haus u. Hof. Fol. (12 farb. Bilder.) Ebda. 1892. kart. 3.–; unzerreissbar geb. 4.– ‒ Trost im Leide. Bibelsprüche. 32. (33 m. farbigen Abbildgn.) München 1890, Th. Stroefer. geb. m. Goldschn. n –.75 ‒ Unsere Hausfreunde. Lustige Verschen u. Reime. 4. (26 m. z. Tl. farb. Bildern.) Nürnberg 1896, Th. Stroefer. kart. 2.–"
Lechler Cornelie,127161120,female,"Lechler, Cornelie. Unser Herr. Bibl. Texte, ausgew. 4 Bdchn. 16. (à 14 m. farb. Illustrationen.) München 1889, Stroefer. In Leinw.-Etui n 1.85; einzeln à n –.40 1. Sein Wille. 2. Sein Weg. 3. Sein Wort 4. Seine Liebe.","‒ Unsere Zuflucht. Schriftworte u. Poesieen. 16. (8 m. 2 farb. Bildern.) Nürnberg 1895, Th. Stroefer. –.50 ‒ Dasselbe. Mit Dedikation f. Konfirmanden. –.50 ‒ Unvergessen. Gedichte. 16. (12 m. farb. Illustr.) München 1889, Th. Stroefer. n –.70 ‒ Was euch gefällt. Bilderbuch m. Versen u. heiteren Erzählgn. 4. (40 m. z. Tl. farb. Bildern) Nürnberg 1895, Th. Stroefer. kart. 2.50 ‒ Was kann es Schöneres geben? Bilderbuch m. Versen u. heiteren Erzählgn. 4. (40 m. z. Tl. farb. Bildern.) Ebda. 1895. kart. 2.50 ‒ Was man im Walde hört. 4. (48 m. z. Tl. farbigen Bildern.) München 1891, Th. Stroefer. kart. n 5.50 ‒ Wie's im Hause geht. Erzählgn. u. Gedichte f. Kinder. 8. Aufl. 4. (75 m. 6 Farbdr. u. vielen Textbildern.) Stuttgart 1896, F. Loewe. geb. 3.– ‒ Willkommene Freunde. 4. (14 auf Pappe m. z. Tl. farbigen Abbildgn.) Nürnberg 1893, Th. Stroefer. kart. n 2.25"
Theiss Anna,127180141,female,"*Theiss, Frl. Anna, Alzey, Rheinhessen, Georgenstrasse 7. Geboren am 27. April 1860 zu Gross-Gerau bei Darmstadt, kam sie im vierten Iahre nach Darmstadt, besuchte dort die höhere Töchterschule und gab, nachdem sie längere Zeit Mitarbeiterin verschiedener belletristischer Blätter gewesen war, 1894 eine Sammlung Gedichte heraus, Otto Roquette zum 70. Geburtstage gewidmet. Ausserdem schreibt sie Skizzen, Novelletten, Essays u.s.w. Vor nicht langer Zeit starb ihr Vater und sie zog nun mit ihrer Mutter nach Alzey in Rheinhessen zu Verwandten.","‒ Saitenklänge. Dichtgn. 8. (79) Dresden 1894, E. Pierson. 1.50; geb. m. Goldschn. 2.50"
