name,gnd,gender,biography,bibliography
Schroeder Catharine,1035136015,female,"*Schroeder, Frl. Catharine, Waldhausen b. Hannover, Brunestrasse 2 II Geboren am 22. November 1847 im Dorfe Apen im Grossherzogtum Oldenburg, verlor sie in frühester Kindheit die Mutter und ward im Hause von deren Bruder, einem begüterten Kaufmann in Bremen erzogen, später im Pensionat des Frl. Ch. Dilthey in Hanau zur Erzieherin ausgebildet. Sie ging als solche 1865 nach England, verlebte dort 17 Iahre, kehrte 1881 nach Deutschland zurück, gründete in Hannover ein Mädchenpensionat, das sie 1894 wieder aufgab. Zur Zeit widmet sie sich ausschliesslich der Schriftstellerei. In Zeitschriften hat sie ziemlich viel veröffentlicht.","‒ Im Wald und auf der Haide. Rom. 8. (310) Iena 1893, H. Costenoble. 5.–; geb. 6.20 ‒ Isabel. Rom. 8. (324) Breslau 1883, Schottländer. 3.–; geb. 4.– ‒ Lady Sybille. Rom. 2 Bde. 8. (599) Dresden 1895, K. Reissner. 7.–; geb. 9.– ‒ Schloss am Meere, das. Rom. 8. (206) Breslau 1882, Schottländer. geb. 4.–"
Sermes Carla,1035147289,female,"*Sermes, Frl. Carla, Schulvorsteherin, Hildesheim, am 13. März 1851 zu Lingen a. Ems geboren, Tochter des Hofrats Dr. Sermes. Sie leitet seit 22 Iahren die katholische höhere Mädchenschule ihres Wohnortes.","‒ Dorothea. Schausp. in 4 Akten. 12. (104) Paderborn 1896, F. Schöningh. 1.–; geb. 2.– ‒ Excelsior. Festsp. 16. (47) Paderborn 1894, Bonifacius Druckerei. –.75 ‒ Frieden. Schausp. in 3 Akten. 12. (64) Paderborn 1896, F. Schöningh. –.60; geb. 1.60 ‒ Geburtstagsscherz in 1 Akte. 12. (8) Münster 1893, A. Russell. –.50 ‒ Muttersegen. 12. (35) Paderborn 1890, F. Schöningh. –.40 ‒ Notburga. Relig. Schausp. 8. (29) Münster 1893, A. Russell. –.70 ‒ Dasselbe. Musikbeilage dazu v. Schneider. 4 (7) 1894. 1.–"
Sichart v. Sichartshoff Sophie,1035151855,female,"*Sichart v. Sichartshoff, Frl. Sophie von, Kirch-Polkritz bei Hohenberg, Pr. Sa., wurde am 7. Iuli 1832 zu Hannover geboren. Ihr Vater","‒ Gedichte. 8. (100) Basel 1896, G. L. Kattentidt. 2.–; geb. 3.20 ‒ Kröte u. Schmetterling. Mähren u. Sagen aus dem östlichen Winkel des Kreises Osterburg i. d. Altm. Märchen. 2. Aufl. 16. (28) Kirch-Polkritz, Selbstverlag. –.50 ‒ Mondveilchen (Lunaria). Gedichte. 8. (25) Ebda. 1897. –.80"
Werlisch Julie,1035175304,female,"Werlisch, Iulie. Harzer Waldblumen. Gedichte. 8. (240) Clausthal 1857, Grosse. 3.–; geb. 4.25",.
Wackerhagen Emma,1035175320,female,"Wackerhagen, Emma, geboren 1823 bei Hannover.","‒ Auf den Wellen. Erzählg. 8. (197) Halle 1868, Mühlmann. 2.10 ‒ Baronin S. v. Albret-Miossens. Tagebuch aus d. I. 1548–1572. 8. (470) Bremen 1884, Kühtmann & Co. 8.– ‒ Vittoria Colonna, e. Lebensskizze. 16. (108) Halle 1861, Mühlmann. 1.50; geb. 2.10"
Abt Hedwig,1035443260,female,"Abt, Frl. Hedwig, Berlin W., Göbenstr. 25/26, geb. in Lehesten den 20. September 1856.","‒ Abseits vom Glück. Rom. 2 Bde. 8. (178 u. 188) Dresden 1894, C. Reissner. n 5.– ‒ Der fünfstöckige Don Iuan. Nov. 8. (71) Ebda. 1895. n 1.– ‒ Eine gute Partie. Rom. a. d. Börsenleben. 8. (160) Nauen 1892, M. Freihof. n 1.– ‒ Ein Weib aus dem Volke. Erzählg. Altenburg 1896, St. Geibel. 2.–; geb. 3.– ‒ Evas Roman. 12. (214) Berlin 1890, A. Goldschmidt. n 1.–"
Abt Hedwig,1035443260,female,"Abt, Hedwig. Ein Weib aus dem Volke. Erzählg. 8. (180) Altenburg 1897, St. Geibel. 2.–; geb. 3.– Siehe auch Band I.",.
Adelmann Margaretha,1035485036,female,"Adelmann, Margaretha. Erinnerungen an Kissingen u. seine Umgebung. 16. (64 m. Steintaf. in Tondr.) Würzburg 1864, Kellner. kart. m. Goldschn. 1.50.","‒ Gedichte, hrsg. v. Karl Schrattenthal. 2. bedeutend verm. Aufl. 12. (VI, 102) Dresden 1889, Pierson. n 1.50 ‒ Gedichte. 12. (224) Leipzig 1844, Brockhaus. n 4.–"
Oschwald-Ringier Fanny,1035517965,female,"*Oschwald-Ringier, Frau Fanny, Ps. M. Lenz, Basel, Friedensgasse 7, geboren 1840 in Lenzburg, Kanton Aargau, hat sie erst im 40. Lebensjahre zu schreiben angefangen. Bis zum Iahre 1895 hat sie in ihrer Geburtsstadt gelebt, von wo sie nach Basel zog. Unter dem Namen M. Lenz schrieb sie Feuilletons, Skizzen, Novellen, Erzählungen für allerlei Zeitschriften. 1891 verfasste sie den dramatischen Teil eines Festspiels, das anlässlich des 600 jährigen Bestehens des Schweizerbundes in Lenzburg aufgeführt wurde. In der Folge erschienen jene Festspielbilder, in Verbindung mit einer neuen dramatischen Arbeit: »Winkelrieds Tod« in einer Buchausgabe mit ihrem wirklichen Namen und unter dem Titel: »Lasst hören aus alter Zeit«. Sodann veröffentlichte sie eine Anzahl Erzählungen und Skizzen vorwiegend humoristischen Genres in schweizerischer Mundart.","‒ Aller Gattig Lüt. 8. (176) Aarau 1897, Sauerländer & Co. n 2.–; geb. n 2.60 ‒ »Lasst hören aus alter Zeit.« Dramatische Bilder aus der Schweizergeschichte. 8. (142) Ebda. 1895. n 2.–; geb. 3.– ‒ Dasselbe. In der Bibliothek vaterländ. Schauspiele. 8. (142) Ebda. 2.– ‒ Us der Burestube. Oeppis zum Uffüehre. In Aargauer Mundart. 8. (71) Ebda. 1897. n 1.40 ‒ Volksschauspiel in Lenzburg, 12. (100) Ebda. 1895. Nicht im Handel, nn 1.–"
Ahlefeldt Henriette,1035567520,female,"Ahlefeldt, geb. Manssen, Henriette. Feld-Blumen. Gedichte. 8. (48) Hamburg 1842, Nestler & Melle. bar –.65",.
Airoldy Emilie,1035571773,female,"Airoldy, Baronin Emilie. Marie. Eine Erzählg. f. Mädch. v. 14–16 Iahr. 16. (180) Wien, Faesy & Frick. kart. n 3.20",.
Ausfeld Anna,1035607891,female,"Ausfeld, Anna. Für die Kinderwelt. Gedichte u. dramatisierte Märchen zum Deklamieren u. Aufführen in Schule u. Haus. 8. (VI, 186) Gotha 1888, Windaus. geb. n 3.–",.
Ausfeld Anna,1035607891,female,"Ausfeld, Anna. Für die Kinderwelt. I. u. II. 8. Gotha 1895, I. Goetsch. à 1.80; geb. à 2.50 Siehe auch Band I. 1. Gedichte u. dramatisierte Märchen z. Deklamieren u. Aufführen in Schule u. Haus. 2. Aufl. (186) 2. Neue Gedichte etc. (167)",.
Nobiling Anna,1035607891,female,"Nobiling, Anna, geb. Ausfeld, Ps. Anna Ausfeld, Marienthal bei Liebenstein, ist eine Urenkelin des berühmten Pädagogen Chr. G. Salzmann und wurde am 23. März 1857 in Schnepfenthal in Thüringen, der altberühmten Erziehungsanstalt, geboren. Nach sonniger Kindheit Werke s. Anna Ausfeld, Band I, S. 26 und Nachtrag.","‒ Für die Kinderwelt. Gedichte u. dramatisierte Märchen für Schule u. Haus. 2. Aufl. 2 Bde. 8. (352) Gotha 1896, I. Goetsch. 1.80; geb. 2.50"
Anschel Philippine Julie Clara,1035685868,female,"Anschel, Iulie Philippine Clara, geb. Cappel, geboren 23. September 1780 in Helmstädt.",.
Antoni Eleonore Johanna,1035711362,female,"Antoni, Iohanna Eleonore, geb. Klant, geboren den 23. Februar 1762 zu Schweidnitz, gestorben nach 1840.",.
Berger Adele,1036250822,female,"*Berger, Adele, Wien, I., Zelinkagasse 10, geboren am 9. April 1868 in Wien, ist Verfasserin zweier, frei nach dem Russischen bearbeiteten Lustspiele, »Glück lacht nur einmal« und »Brennende Briefe«, welche vom k. k. Hofburgtheater zur Aufführung angenommen wurden. Sie übersetzt Romane und schreibt Feuilletons für verschiedene Blätter: »Pester Lloyd«, »Neue Freie Presse« u.a. In Buchform erschienen:","‒ Absinth. Rom. Aus d. Engl. Übersetzg. 8. (248) Berlin 1895, O. Ianke. 1.50 ‒ Die Nihilisten. Stuttgart, I. Engelhorn. ‒ Die Sklavin. Dresden, Minden. ‒ Du sollst nicht töten. Berlin, Hugo Steinitz. ‒ Ohne Liebe. Stuttgart, Engelhorn. ‒ Russische Novellen. Leipzig, Bibliographisches Institut."
Berger Adele,1036250822,female,"Berger, Adele. Biographie u. weitere Werke s. Band I.","‒ Der König der Schnorrer. Von I. Zangwill. Übersetzg. 8. (193) Berlin 1897, S. Cronbach. 2.–; geb. 2.50 ‒ Kinder des Ghetto. Von I. Zangwill. Übersetzg. 2 Bde. 8. (736) Ebda. 1897. 7.50; geb. 10.–"
Sandvoss Rosalie,1036403866,female,"Sandvoss, Rosalie, wurde in Derenburg geboren den 8. September 1821. Mit 14 Iahren kam sie nach Wernigerode, wohin ihre Eltern übersiedelten. Hier verlebte R. eine frohe Iugendzeit. Dann begann ein Leben voll Entsagung, Mühe und Arbeit viele Iahre hindurch, bis sich ihr Lebensabend freundlicher gestaltete. 1893 übersiedelte sie nach Elbingerode. (Gestorben am 22. Ianuar 1895.)","‒ Aus der Väter Zeit. Gedichte. 1870. ‒ Briefe e. Malers an seine Schwester. 16. (131) Hamburg 1864, Agentur des Rauhen Hauses. n 1.20 ‒ Daheim und draussen. Gedichte. 8. (224) Wernigerode 1891, B. Angerstein. 2.–; kart. m. Goldschn. 2.50 ‒ Die Cousinen. Erzählgn. f. junge Damen. 16. (148) Stuttgart 1858, Chelius. geb. 2.25 ‒ Die Pflegerin. 16. (90) Hamburg 1864, Agentur des Rauhen Hauses. n –.75 ‒ Die Waisen. 16. (160) Stuttgart 1857, Chelius. –.75 ‒ Eichenlaub und Tannengrün. Dichtungen. 8. (200). Leipzig 1891, Danz. geb. n 3.– ‒ Für praktisches Christentum. Gedichte. 8. (103) Wernigerode 1891, B. Angerstein, kart. 1.– ‒ Wahrheit, Wahrheit! Gedichte. 8. (90) Berlin 1893, E. Ebering. 1.–"
Müller Elise,1036485811,female,"Müller, Elise, geb. 15. September 1782 in Bremen.",.
Bernstein Karoline,1036555941,female,"Bernstein, Karoline, schrieb 1839 die Biographie des Dichters Franz Horn.",.
Bornstein Karoline,1036555941,female,"Bornstein, Karoline, Ps. E. Karoli, Lustspieldichterin um das Iahr 1831.",.
