name,gnd,gender,biography,bibliography
Bolgiani Valesca,116235942,female,"Bolgiani, Valesca, s. Valesca Voigtel-Bolgiani. Band II.",.
Voigtel-Bolgiani Valesca,116235942,female,"Voigtel-Bolgiani, Valesca, geborne Müller, Ps. Arthur Stahl, gestorben 2. Oktober 1876 in Mailand. Werke s. Arthur Stahl.",.
Pochhammer Margarete,116247320,female,"*Pochhammer, Frau Margarete, geb. Cauer, Ps. M. Tellmar, Berlin W., Lützow-Ufer 13, geboren den 5. August 1852 zu Breslau, lebte sie dann in Potsdam, Hamm, Danzig, verheiratete sich dort 1874 mit dem Hauptmann im Ingenieur-Corps Paul Pochhammer, damals Lehrer an der Kriegsakademie in Berlin. Im Frühjahr 1888 musste ihr Mann als Oberstlieutenant krankheitshalber den Abschied nehmen. Seit dem Herbst 1888 besitzt und leitet Frau P. ein Familienpensionat in Berlin W., Lützow-Ufer 13. Seit dem Herbst 1896 ist sie Vorsitzende des Vereins für Verbesserung der Frauenkleidung. Neben beidem mehrfach litterarisch thätig; früher unter dem Pseudonym M. Tellmar. Bis jetzt sind Novellen, Plaudereien und Abhandlungen erschienen. u. G Ermann. Die moderne Gesellschaft, ihre Geselligkeit u. ihre Moral. 8. (42) Kiel 1892, Lipsius & Tischer. n 1.–",.
Pochhammer Margarete,116247320,female,"Pochhammer, Margarete. Die Zukunft der Mode. Aus: Deutsche Frauen-Zeitg. 8. (16) Berlin, A. Dreher durch C. R. Dreher. –.30 Ergänzg. zu Margarete Pochhammer. Band II.","‒ Mode und Bildung. Vortrag. 8. (18) Dresden 1898, O. V. Böhmert. –.20"
Bomhard Constanze,116249382,female,"*Bomhard, Frau Constanze, Ps. C. Hirundo, Würzburg, wurde 1846 in München geboren, ist eine Tochter des berühmten Künstlerpaares Friedrich und Constanze Dahn, und eine Schwester von Felix Dahn. Sie vermählte sich mit dem bayerischen Offizier, jetzigen Brigadekommandeur General Bomhard. In Zeitschriften und Iournalen erschienen verschiedene Romane und Novellen, auch wurden einige ihrer Gedichte in Musik gesetzt. Gegenwärtig arbeitet sie an einer historischen Erzählung aus dem Bauernkriege, dessen Titelheld der Bildschnitzer Riemenschneider in Würzburg ist. Werke s. C. Hirundo.",.
Duncker Dora,116251654,female,"*Duncker, Frau Dora, Berlin W, Hohenzollernstrasse 8, geboren in Berlin den 28. März 1855 als Tochter des bekannten Verlagsbuchhändlers Alex. Duncker, erhielt zuerst im elterlichen Hause, in dem ein reger, künstlerischer Verkehr herrschte, reiche Anregung und später bei ihrem väterlichen Freunde Karl von Piloty in München, wo sie mehrmals weilte. Daselbst knüpfte sie auch Beziehungen zu den Meistern in Kunst und Litteratur, die wohl ganz besonders sie selbst auf den Beruf der Schriftstellerin hinwiesen. Sie ist Mitarbeiterin der vornehmsten illustrierten Familienblätter, der Feuilletons grosser politischer Zeitungen, auch hat sie an einer Berliner politischen Zeitung die Stellung eines Theaterkirtikers inne. Sie ist auch Herausgeberin des bekannten Kinderkalenders »Buntes Iahr« und hat bis vor Kurzem die soziale und belletristische Monatsschrift »Zeitfragen« redigiert.","‒ Assarpaï, Operndichtung. 1895. ‒ Buntes Iahr. Kinderkalender auf d. I. 1897, hrsg. v. D. D. unter Mitwirkg. hervorrag. Schriftsteller u. Schrifstellerinnen. Mit zahlreich. Illustr. ausgezeichn. Künstler. Mit 4 Kalenderbildern v. Marie Stüler. 11. Iahrg. 8. (99) Berlin 1896, R. Boll. geb. n 1 – ‒ Die Goldfliege. Berliner Sittenrom. 8. (228) Berlin 1894, F. Fontane & Co. n 3.–; geb. n 4.– ‒ Die Modistin. Nov. u. Skizzen. 8. (144) Berlin 1894, Freund & Ieckel. n 2.– ‒ Dies u. das. Liebesu. andere Geschichten. 8. (136) Berlin 1890, A Duncker. n 1.60"
Duncker Dora,116251654,female,"Duncker, Frau Dora. Biographie u. Werke s. Band I.","‒ Assarpaï. Text zur Oper. 1898. ‒ Familie. Nov. 8. (91) Berlin 1898, Verlag der Romanwelt. geb. 1.–"
Duncker Dora,116251654,female,"Duncker, Dora. Ein Lieutenant verloren etc. Inseratstudien. 8. (114 m. Illustr.) Stuttgart 1891, C. Krabbe. n 1.– u. A. Prasch. Maria Raymond. Schausp. 1895.","‒ Familie. Nov. Verlag der Romanwelt. ‒ Freund der Frauen. Lustsp. a. d. Franz. 1891. ‒ Gesühnt. Volksschauspiel. ‒ Gewitterschauer. Lustsp. a. d. Franz. 1891. ‒ Herausgeberin der sozialen u. belletrist. Monatshefte. Iahrg. 1895. 12 Hefte. 8. (à 64) Berlin 1895, G. Pohlmann. Vierteljährl. bar 1.50; einzelne Hefte –.60 Erscheinen nicht mehr. ‒ Käthe Grumbkow. Nov. H. Paetel. ‒ Loge 2. Nov. 1.–3. Taus. 12. (143) Berlin 1896, R. Eckstein Nachfolger, n 1.– ‒ Märchen und Erzählungen. 8. (138) Berlin 1896, G. Pohlmann. ‒ Moderne Meister. Charakterstudien a. Kunst u. Leben. 8. (248) Berlin 1883, Hofmann & Co. geb. n 4.– ‒ Dasselbe. 1897. I. Gnadenfeld & Co. geb. statt n 4.– für n 1.25 ‒ Morsch im Kern. Rom. 8. (312) Berlin 1889, Freund & Ieckel. n 3.– ‒ Mütter. 3 tragische Nov. 8. (155) Berlin 1897, F. Fontane & Co. n 2.–; geb. nn 3.– ‒ Nelly. Lustsp. 1884. ‒ Pariser Ehen. Novellen aus dem Franz. ‒ Plaudereien u. Skizzen aus dem Berliner zoologischen Garten. Mit zahlreichen Illustr. v. Anna Kessler 8. (87) Berlin 1896, A. Duncker. n 1.– ‒ Reelles Heiratsgesuch etc. Inseratstudien. 8. (122 m. Illustr.) Stuttgart 1888, Krabbe. n 1.– ‒ So zwitschern d. Iungen. Märchen u. Erzählungen. Illustr. v. E. Elias. 4. (64 m. H. u. 16 Chromol.) Berlin 1885, A. Duncker. n 6.– ‒ Sphinx. Schausp. 1881. ‒ Stille Winkel. 1884. ‒ Sylvia Schausp. 1883. ‒ Überraschungen. Humoresken. 2. Aufl. 8. (127) Berlin 1896, R. Eckstein Nachfolger, n 1.– ‒ Um ein Haar. Plauderei. 1886. ‒ Unheilbar. Rom. 8. (364) Stuttgart 1893, Deutsche Verlags-Anstsalt. 4.–; geb. 5.–"
Otto Dora,116251654,female,"□Otto, Dora, Herrnhut, Schlesien.","‒ Dennoch gut. Erzählg. f. Kinder. 12. (8) Berlin 1894, Deutsche evangelische Buchu. Traktat-Gesellschaft bar –.03 ‒ Der Sieg. Eine Geschichte für Kinder. 12. (12) Ebda. nn –.05 ‒ Drei Erzählungen für das reifere Kindesalter. 12. (48 m. 4 H.) Ebda. 1884. n –.30 ‒ Fünf Erzählungen für kleine Leute. 12. (44 m. 1 H.) Ebda. n –.30 ‒ Gottes Gedanken sind höher als unsere Gedanken. Geschichte f. Kinder. 12. (16) Ebda. 1894. nn –.05 ‒ Vergeltung. 12. (8) Ebda. 1894. –.03 ‒ Vier Erzählungen für Kinder. 16. (100) Ebda. 1890. n –.40 ‒ Zerbrochen u. geheilt. Eine Erzählg. 12. (56) Ebda. 1896. n –.30"
Dungern Julie,116251883,female,"Dungern, Iulie. Der Pfalzgrafenbrief od. wie e. Goeler v. geistlichem Stande wieder weltlich ward. Erzählg. aus der Familiengeschichte d. Freih. Goeler v. Ravensburg. 16. (60) Heidelberg 1879, C. Winter. n 1.50","‒ 30 neue Erzählungen f. die Iugend. 8. (201) Ludwigshafen 1876, Lauterborn. n 2.50 ‒ Erzählungen f. die reifere Iugend. 16. (196 m. 8 L.) Stuttgart 1870, Kröner. 2.40 ‒ Gute Freunde. Schöne Erzählgn. aus dem Tierreich. 3. Aufl. 12. (32 m. 8 Chromol.) Wesel 1881, Düms. nn –.50 ‒ Kleine Erzählungen a. d. Tierleben. Mit e. Anh.: Tierfabeln. 12. (122 m. Illustr.) Stuttgart 1883, Kröner. n –.40; geb. n –.80 ‒ Kleine Geschichten f. artige Kinder. 8. (71 m. H.) Ebda. 1870. geb. 2.–; kolor. Ausg. 3.– ‒ Märchen u. Sagen. 12. (124 m. H.) Ebda. 1880. n –.40; geb. n –.80 ‒ Neue Märchen u. Sagen f. die Iugend. 16. (210 m. 8 Chromol.) Ebda. 1870. 2.40 ‒ Neue Tiergeschichten f. meine lieben kleinen Tierfreunde. 8. (132) Ludwigshafen 1875, Lauterborn. n 2.50 ‒ Novellen. 8. (366) Braunschweig 1864, Neuhoff & Co. 3.– ‒ Unter dem Schleier. Nov. 16. (79) Ludwigshafen 1876, Lauterborn. n –.80 ‒ Was sich schickt u. den Leuten gefällt. Regeln d. guten Tons. 16. (126) Stuttgart 1866, Kröner. 1.50; geb. 2.40"
