name,gnd,gender,biography,bibliography
Krickeberg Elisabeth,116535431,female,"*Krickeberg, Frau Elisabeth, geb. Lesske, Schöneberg, Belzigerstrasse 4, geboren am 2. Februar 1861 zu Liebenau in der Mark, genoss E. K. anfänglich den Unterricht der städtischen Schule, dann Privatunterricht. Mit 13 Iahren kam sie an eine höhere Töchterschule nach Schwiebus. Mit 19 Iahren bestand sie in Berlin das Lehrerinnen-Examen für mittlere und höhere Schulen. Nach Hause zurückgekehrt, lernte sie Krickeberg kennen und verlobte sich nach wenigen Monaten mit ihm. Seit 1883 verheiratet, lebt sie seitdem in Berlin. 1891 ist von ihr die erste Arbeit, eine Novellette in einer grösseren Provinzzeitung gedruckt worden 1892 beteiligte sie sich an einem Preisausschreiben des »Universums« für kurze eine Novelle. Ihre Novelle: »Onkel Fritz« gehörte zu den 4 preisgekrönten unter 262 Einsendungen. Seitdem sind im »Universum«, in der »Illustrierten Welt«, im »Buch für Alle«, in Feuilletonkorrespondenzen, Tageszeitungen und anderen eine Reihe von Novelletten, Humoresken, Skizzen, Erzählungen und Artikel erschienen. In einer Preiskonkurrenz des »Lahrer Hinkenden Boten« für eine gute Volkserzählung ist ihre »Frieda Schwarz« angekauft worden. An dem biographischen Sammelwerk: »Männer der Zeit«, das von Dr. Gustav Diercks herausgegeben wird, hat sie sich mit der Biographie »Heinrich v. Stephan« beteiligt.","‒ Heinrich v. Stephan. Ein Lebensbild. 8. (320) Dresden 1897, Carl Reissner. 2.40; geb. 3.–"
Gemberg Adine,116536624,female,"Gemberg, Adine. Die evangelische Diakonie. Ein Beitrag zur Lösg. der Frauenfrage. 8. (168) Berlin 1894, Deutsche Schriftsteller-Genossenschaft. n 2.–","‒ Morphium. Drei Nov. 8. (210 m. Bildnis.) Berlin 1895, S. Fischers Verlag. n 3.–; geb. n 4.–"
Gemberg Adine Carlowna Adja,116536624,female,"*Gemberg, Frau Adine Adja Carlowna, geb. von Baker, Wittenberg, Clausstrasse 58, wurde am 28. April 1860 zu Petersburg in Russland geboren. Ihre Mutter war eine Prinzessin Wera Gévachoff. Ihr Vater war ein Deutsch-Engländer. Als er Sprachlehrer in der Kaiserlichen Familie wurde, beförderte man ihn zum Staatsrat; er erhielt den Adel und später den Titel Excellenz. Nach dem frühen Tode ihrer Mutter siedelte sie mit ihrem Vater nach Karlsruhe über. A. v. B. heiratete einen Herrn Gemberg, Offizier, der im Iahre 1888 als Major pensioniert wurde und nach Aufhören der gesellschaftlichen Verpflichtungen konnte sie sich ihren schriftstellerischen Neigungen hingeben. Ihre ersten Versuche, einige Humoresken, brachte die »Volkszeitung«. Später gab sie sich Mühe eine Novelle »Morphium« unterzubringen, was ihr aber nicht gelang, bis ihr Paul Lindau »die Thür zur Litteratur aufmachte«. Die von vielen Familien-Iournalen zurückgewiesene Novelle »Morphium« in Buchform herausgegeben hat nachher grosses Aufsehen erregt. Ausser den hier aufgeführten Büchern sind zahlreiche Plaudereien, Feuilletons, Kritiken und Anderes in Zeitungen erschienen.","‒ Aufzeichnungen einer Diakonissin. Rom. 8. (212) Berlin 1896, S. Fischers Verlag. 3.–; geb. 4.–"
Hauschner Auguste,116537175,female,"Hauschner, Auguste, Ps. Aug. Montag, schrieb Novellen.","‒ Doktor Ferenczy. 2. wohlf. Ausg. 8. (339) Berlin 1893, A. Deubner. 1.50"
Montag Auguste,116537175,female,"Montag, Auguste, s. Auguste Hauschner.",.
Merk Emma,116539801,female,"*Merk, Frl. Emma, München, Schönfeldstrasse 5 II, ebenda geboren, am 15. Iuni 1854, verlebte sie eine glückliche, sorgenlose Iugend. Ihre Arbeiten sind in verschiedenen Zeitschriften zerstreut. Eine Reihe Novellen sind in der »Bibliothek der Unterhaltung und des Wissens« veröffentlicht, andere in »Vom Fels zum Meer«, »Gartenlaube«, »Universum«, »Bazar«, »Frankfurter-Zeitung«, »Illustrierte Frauen-Zeitung« und vielen anderen Blättern. und E. Spitzer. Evas Töchter. Fol. (60 m. z. Tl. farb. Bildern u. 8 farb. Taf.) München 1893, F. Hanfstaengel. In Plüsch-Einbd. bar 60.–","‒ Chiemsee Novellen. Leipzig 1897, A. Schumann. 2.– ‒ In enger Gasse. Leipzig 1897, A. Schumann. geb. n 1.–"
Haverland Anna,116550384,female,"*Haverland, Anna, geboren den 8. Ianuar 1854 im Mecklenburgischen, machte ihre künstlerischen Studien in Berlin bei Berndal und bei Frau Frieb-Blumauer. Sie hat an hervorragenden Bühnen Deutschlands gewirkt. A. H. ist auch eine begabte Dichterin und Novellistin.","‒ Lose Blätter. Skizzen. 12. (114) Düsseldorf 1891, Bonn, E. Strauss. geb. m. Goldschn. n 3.–"
Ringseis Bettina,116550872,female,"Ringseis, Frl. Bettina von, München, Odeonsplatz 1 II, geboren den 16. Iuli 1833 zu München, ist sie die Tochter des nunmehr verstorbenen Universitätsprofessors Dr. Ioh. Nep. von Ringseis und Schwester der Dichterin Emilie von Ringseis (s. diese).","‒ Das Beharrlichkeitsbüchlein. Aus dem Franz. des Prof. I. A. Heinrich übersetzt. 82. (219) Augsburg, Liter. artist. Anstalt v. Huttler. geb. 2.20 ‒ Drei Monate in Spanien. 8. (312) Freiburg i. Br. 1875, Herder. 3.– ‒ Erinnerungsblätter an Emilie Ringseis. Mit Ergänzgn. v. B. R. 12. (199) Ebda. 1896. 2.– ‒ Leben der heiligen Brigitta von Schweden, nebst einigen Nachrichten über die Brigittinenklöster. 8. (827) Regensburg 1890, Habbel. 1.50"
Ringseis Emilie,116550880,female,"Ringseis, Emilie von, München, Schwester der Vorigen, geboren den 15. November 1831 in München, gestorben den 3. Februar 1895. 1. Magnifikat. (239) 1890. n 3.50 2. Hosanna. (267) 1802. n 3.50; geb. n 5.– 3. Kreuz und Halleluja. (214) 1892. n 3.–; geb. n 4.50","‒ Der Königin Lied. Dichtg. in 3 Büchern. 8. Freiburg i. Br., Herder. ‒ Die Getreue. Märchensp. 8. (108) Ebda. 1865. n 1.40 ‒ Die Sibylle von Tibur. Schausp. 2. Aufl. 8. (93) Ebda. 1896. n 1.40; kart. n 1.70 ‒ Erinnerungsblätter. Mit Ergänzgn. v. Bettina Ringseis. 8. (199) Ebda. n 2.–; geb. n 3.– ‒ Gedichte. 8. (240) Ebda. 1865. n 4.– ‒ Neue Gedichte u. kleine Dramen. 16. (391) Ebda. 1875. n 4.80 ‒ Sebastian. Märtyrertragödie. 8. (144) Ebda. 1868. 2.40; geb. 3.60 ‒ Veronika. Schausp. 4. Aufl. 8. (92) Ebda. 1896. n 1.40"
Brockdorff Sophie,116551593,female,"Brockdorff, Sophie, Gräfin von, Ps. Sophie Marie Wilhelmi, Darmstadt, am 14. April 1848 zu Damgard als Tochter des dänischen Hofjägermeisters von Ahlefeld geboren. Sie veröffentlichte unter dem obigen Pseudonym in verschiedenen Zeitschriften Novellen und während einer längeren Reise kleine Reisebeschreibungen. Seit 1870 war die Schriftstellerin vermählt und seit 1875 schriftstellerisch thätig. (Gestorben.) Werke s. auch Sophie Gräfin Brockdorff. Band I.","‒ Else Benker, Bilder aus vergangenen Tagen. Nov. 1887."
