name,gnd,gender,biography,bibliography
Amalie Tante,1065065310,female,"Amalie, Tante. ABC der Kinderspiele. Was wir spielen im Freien, allein und in Reihen, das find'st du genug schlag' auf nur das Buch. Mit 24 Bildern in Farbendr. auf 6 Taf. 4. (15) Leipzig 1883, Opetz. kart. –.75","‒ ABC der Spielsachen. Spielzeug alt und neu, richtig in der Reih', nach dem Alphabet, in dem Büchlein steht. Mit 24 Bildern in Farbendr. auf 6 Taf. 4. (19) Ebda. kart. –.75 ‒ Aus der Zauberwelt. Seltsame Geschichten f. Kinder von 5–10 Iahren. Mit 6 Farbendr.-Bildern. 4. (17) Ebda. kart. –.75"
Lenneck Ellen,1066253897,female,"Lenneck, Ellen, s. H. Weichardt.","‒ Das Fräulein von Eppingheim. Rom. 3 Bde. 2. Aufl. 8. (900) Stuttgart 1880, Hallberger. n 9.– ‒ Der Erbe von Bedford. Rom. 4 Bde. 8. (1086) Berlin 1875, O. Ianke. 9.–"
Wunderlich Marie,1066290253,female,"*Wunderlich, Frau Marie, geb. Müller, Ps. G. Brahmüller, Iserlohn, geboren in Luschwitz, Prov. Posen, als Tochter eines Gärtners im Iahre 1851. Existenzsorgen trieben ihren Vater 1863 nach Russisch Polen. Da in dem Dorfe Duninow, wo sie weitere 4 Iahre verbrachte, weder Schulen vorhanden waren, noch irgend ein Schulzwang herrschte, so genoss sie überhaupt keinen regelmässigen Schulunterricht, und nur ein glühender Eifer und ein reger »Neid« gegen alle Gebildeten trieben sie dazu, rastlos und ohne fremde Hilfe auf den Stufen der Bildung emporzusteigen. Im Iahre 1871 kehrte ihr Vater nach Preussen zurück und übernahm in Berlin eine Stellung. Marie besuchte das Kindergärtnerinnenseminar des Berliner Fröbelvereins. Nachdem sie verschiedene Kindergärten geleitet hatte, übernahm sie 1878 in Leipzig die Stellung als Lehrerin am Kindergärtnerinnenseminar der Frau Dr. Goldschmidt. Dort absolvierte sie neben ihrem Berufe das Turnund Zeichenlehrerinnenexamen. 1886 verheiratete sie sich an den Fabrikbesitzer Karl Wunderlich. Ausser den unter dem Pseudonym G. Brahmüller erschienenen Büchern hat sie einige kleinere Artikel im »Daheim«, der »Modenwelt« und eine Mappe Bauvorlagen zur Verbindung der 3. und 4. Fröbelschen Spielgaben veröffentlicht. Werke s. G. Brahmüller und Marie Müller.",.
Remin Antonie,1067650253,female,"□Remin, Frau Antonie, geb. Hackenthal, Berlin S. W., Königgrätzerstrasse 48 I, geboren in Berlin am 21. März 1856, schreibt Romane und Dramen.",‒ Aus Rache. Lustsp. 1882. ‒ Ehe von Heut. Drama. 1879.
Remin Antonie,1067650253,female,"Remin, Antonie. Eine Frühlingsnacht. Rom. 1896.",‒ Ihrer Durchlaucht Geheimnis. Rom. 1887. ‒ Ungleiche Naturen. Rom. 1892. ‒ Walther von Herisau. Drama. 1880.
Fidler Karoline,1067651438,female,"Fidler, Frau Karoline von, geboren 24. August 1801 bei Glogau in Schlesien, gestorben 6. September 1874, sie war die Gattin des königlich preussischen Generallieutenants Ferdinand v. Fidler. Ihre Gedichte wurden als Manuskript gedruckt.",.
Boehmer Hedwig,1067675957,female,"□Boehmer, Hedwig, Lichtenthai in Baden.","‒ Franzisko de Enzinas. Denkwürdigkeiten vom Zustand der Niederlande u. von der Religion in Spanien. Aus d. Lateinischen. Mit Einleitg. u. Anmerkg. r. Ed. Boehmer. Bonn 1893, Selbstverlag."
Böhmer Hedwig,1067675957,female,"*Böhmer, Frau Hedwig, Lichtenthal bei Baden 22, geboren den 25. August 1839, machte sich bekannt als Übersetzerin aus dem Englischen, Italienischen und Lateinischen im Anschluss an die Forschungen und Editionen ihres gelehrten Mannes, des Professors Dr. D. Eduard Böhmer, dessen treue Mitarbeiterin sie ist.",.
Kodis Josepha,1068188561,female,"Kodis, Iosepha. Zur Analyse des Apperceptionsbegriffes. Historisch krit. Untersuchg. 8. (202) Berlin 1893, S. Calvary & Co. n 3.50; geb. n 4.–",.
Wutka Antonie,1068367431,female,"Wutka, Antonie, geboren den 7. September 1763 in Wien, gestorben den 5. Ianuar 1824.","‒ Encyklopädie für weibliche Iugend. 12 Bde. 2. Ausg. 12. (3978) Wien 1852, Capellen. 16.–"
Knoblich Nini,1068652934,female,"Knoblich, Frau Nini, Ps. Hans Iürgens, Nonnenhorn bei Wasserburg am Bodensee, Bayern, geboren am 7. Dezember 1862 in Keingtthal, Hauptmanns-Witwe, übersetzt aus dem Französischen, Italienischen, Englischen und Spanischen.",.
Scheel Emilie,1068734264,female,"*Scheel, Frau Emilie, Kloster Haina, Regierungsbezirk Kassel. Im Iahre 1852 in Sontra, einem kleinen Städtchen in Kurhessen, als Tochter des dortigen Bürgermeisters Friedrich Quentin geboren, hatte sie die stürmische und vielbewegte Zeit ihres Landes mitzumachen, unter der auch die Stellung ihres Vaters in Mitleidenschaft gezogen wurde. Schliesslich erhielt er eine einflussreiche Stellung als Domänenverwalter in Kloster Haina. Hier verlebte Emilie schöne Iugendjahre. Ihr Vater unterrichtete sie allein und sie erlernte Latein und Griechisch, welches wohl die Veranlassung wurde, dass sie die antiken klassischen Versmasse spielend zu behandeln versteht. Im Iahre 1874 reichte sie dem Arzt der Anstalt, dem Doktor Otto Scheel ihre Hand. Ietzt kamen Iahre grosser Wirtschaftlichkeit, in welchen ihre Studien, sogar das Klavierspiel, untergingen in dem Ehrgeiz, die beste Hausfrau zu werden. Viel Leid und Kummer brachte auch ihr das Leben, und sie selbst wurde auf ein dreijähriges Krankenlager geworfen, an welchem sie erduldete an Qualen und Schmerzen, was nur ein Weib erleiden kann. Als sie nach drei Iahren wieder so weit war, um zeitweise ausser Bett sich aufhalten zu können, war sie zum unheilbaren Krüppel geworden, und trostlos gähnte die beschäftigungslose Zukunft ihr entgegen. Durch Aufmunterung guter Freunde begann sie ihr kleines Talent auszubilden, und hatte bald Erfolg zu verzeichnen. Ietzt ist ihr die Poesie das einzige Trostmittel in ihrer Krankheit. Bei Ausübung dieser kleinen Begabung vergisst sie alle Not und Kummer des Lebens und steigt auf in die Gefilde der Glückseligkeit. Ihr einsames Krankenzimmer bevölkert sich mit den Gestalten ihrer Phantasie und sie führt ein glückliches Traumleben, das sie die wirkliche Misere des Lebens vergessen lässt. E. Sch. liess kleinere Aufsätze in einem Schweizer Blatte erscheinen, dann Gedichte in dem »Deutschen Dichterheim« und im »Hessenland«, in welchem auch ein Märchen, »Was der Apfelbaum zu erzählen weiss«, erschien.","‒ Am Edderstrand. Ein Sang aus dem Kattenland. 12. (208) Kassel 1896, M. Brunnemann. n 2.–; geb. m. Goldschn. n 3.–"
Reich Amalie,1068850817,female,"□Reich, Amalie, Berlin W. 50, Schaperstrasse 36, schreibt Novellen, Skizzen, ferner über Naturheilkunde und Ernährungsfragen.",.
Reich Amalie,1068850817,female,"Reich, Frau Amalie, Adr. Glienicke b. Hermsdorf (Mark), Villa Schulze, schreibt Novellistik und über moderne Gesundheitslehre (Naturheilkunde). S. Band II.",.
Bousset Alice,1069087866,female,"*Bousset, Frau Alice, Friedenau, Sponholzstr. 14 III ist am 13. April 1845 zu Malmö in Schweden geboren, hat aber ihre Iugend in der deutschen Heimat ihrer Eltern verlebt. Sie hat, früh verheiratet, auf längeren Reisen und einem fast 2jährigen Aufenthalte in Südamerika, Welt und Menschen in weiterem Umfange kennen gelernt. Die sie am meisten anziehenden Gegenstände ihres Studiums waren die Naturwissenschaft, Philosophie, der innere Zusammenhang alles Kulturlebens in seiner Entwickelung. Auch religiöse Fragen, wie das Verhältnis von Glauben und Wissen haben ihr Denken vielfach beschäftigt. Was sie indes 1885 zuerst veranlasste, mit schriftstellerischen Versuchen an die Öffentlichkeit zu treten, war das immer lebhafter werdende Interesse für die Frauenfrage. An dem von Frau A. Klapp-Hamburg im Iahre 1893 gegründeten Vereine »Zur Reform der Iugendlitteratur« hat sie von Anfang an mitwirkend teilgenommen, und ist noch als 2. Vorsitzende an den fortlaufenden geschäftlichen, kritischen und litterarischen Arbeiten desselben beteiligt.","‒ Lebensu. Charakter-Bilder deutscher Frauen. 8. (180) Bibliothek d. Vereins zur Reform d. Iugendlitteratur für reifere Mädchen. Band II. Berlin 1897, L. Oehmigkes Verlag. geb. 3, – ‒ Zwei Vorkämpferinnen f. Frauenbildung. Luise Büchner, Marie Calm. 8. (53) Hamburg 1893, Verlagsanstalt u. Druckerei. 1.–"
Fincke Clara,1069358355,female,"*Fincke, Frau Professor Clara, geb. Lotzin, Danzig, Schwarzes Meer 9 I, Gattin des Professors Gustav Fincke, wurde am 4. Dezember 1859 in Danzig geboren. C. F. schreibt Novellen und Erzählungen, wie: Mirandolina, »Unser Schneeglöckchen«, »Spät gefunden«, »Sein Brief«, »Am rechten Platze«. Ihre Erzählung »Mirandolina« wurde ins Russische übersetzt.","‒ Verkannt; Taubstumm. Erzählungen einer Danzigerin. Danzig 1897, Franz Brüning. 2.–"
Hoff Sophie,1069399035,female,"Hoff, Sophie. Biographie s. Sophie Szegö.","‒ Gut gemeint. Nov. 8. (294) Prag 1892, I. B. Brandeis. 1.–"
